district,year,crop,season,area,production,yield,AvgRain,AvgTemp,district_encoded,crop_encoded,season_encoded
KAPURTHALA,2001,Wheat,Rabi,114000,538000,4.719298246,40.47,26.62666667,8,21,1
LUDHIANA,2000,Sesamum,Kharif,100,10,0.1,37.05166667,26.77541667,9,17,0
LUDHIANA,2001,Sesamum,Kharif,100,100,1,40.48583333,26.56375,9,17,0
LUDHIANA,2002,Groundnut,Kharif,100,100,1,31.09166667,27.45916667,9,5,0
LUDHIANA,2004,Groundnut,Kharif,100,100,1,40.8975,26.84208333,9,5,0
LUDHIANA,2005,Groundnut,Kharif,100,100,1,46.84,25.80916667,9,5,0
LUDHIANA,2000,Gram,Rabi,100,100,1,37.05166667,26.77541667,9,4,1
LUDHIANA,2000,Other Rabi Pulses,Rabi,100,100,1,37.05166667,26.77541667,9,13,1
LUDHIANA,2003,Gram,Rabi,100,100,1,49.05833333,25.96708333,9,4,1
LUDHIANA,2004,Gram,Rabi,100,100,1,40.8975,26.84208333,9,4,1
LUDHIANA,2012,Guar seed,Whole year,100,100,1,38.71666667,25.77541667,9,6,2
LUDHIANA,2006,Groundnut,Kharif,200,200,1,47.61583333,26.48833333,9,5,0
LUDHIANA,2001,Gram,Rabi,200,200,1,40.48583333,26.56375,9,4,1
LUDHIANA,2002,Gram,Rabi,200,200,1,31.09166667,27.45916667,9,4,1
LUDHIANA,2012,Moong,Kharif,600,300,0.5,38.71666667,25.77541667,9,11,0
LUDHIANA,2001,Rapeseed &Mustard,Rabi,200,300,1.5,40.48583333,26.56375,9,15,1
LUDHIANA,2008,Peas & Beans (Pulses),Rabi,200,300,1.5,76.2825,25.22208333,9,14,1
LUDHIANA,2009,Peas & Beans (Pulses),Rabi,300,400,1.333333333,38.80333333,26.57625,9,14,1
LUDHIANA,2010,Peas & Beans (Pulses),Rabi,300,400,1.333333333,55.99666667,26.42875,9,14,1
LUDHIANA,2012,Peas & Beans (Pulses),Rabi,300,400,1.333333333,38.71666667,25.77541667,9,14,1
LUDHIANA,1998,Peas & Beans (Pulses),Rabi,600,600,1,34.615,26.41208333,9,14,1
LUDHIANA,2009,Sugarcane,Whole year,100,600,6,38.80333333,26.57625,9,18,2
LUDHIANA,2006,Peas & Beans (Pulses),Rabi,500,700,1.4,47.61583333,26.48833333,9,14,1
LUDHIANA,2012,Arhar (Tur),Kharif,900,800,0.888888889,38.71666667,25.77541667,9,0,0
LUDHIANA,2008,Moong,Kharif,1200,900,0.75,76.2825,25.22208333,9,11,0
LUDHIANA,2010,Moong,Kharif,1300,1000,0.769230769,55.99666667,26.42875,9,11,0
LUDHIANA,2009,Moong,Kharif,1100,1000,0.909090909,38.80333333,26.57625,9,11,0
LUDHIANA,2010,Arhar (Tur),Kharif,1100,1000,0.909090909,55.99666667,26.42875,9,0,0
LUDHIANA,2000,Cotton(lint),Kharif,1000,1000,1,37.05166667,26.77541667,9,3,0
LUDHIANA,2002,Cotton(lint),Kharif,1000,1000,1,31.09166667,27.45916667,9,3,0
LUDHIANA,2003,Cotton(lint),Kharif,1000,1000,1,49.05833333,25.96708333,9,3,0
LUDHIANA,2006,Rapeseed &Mustard,Rabi,1000,1000,1,47.61583333,26.48833333,9,15,1
LUDHIANA,2007,Rapeseed &Mustard,Rabi,1000,1000,1,41.69833333,26.48791667,9,15,1
LUDHIANA,2008,Rapeseed &Mustard,Rabi,1000,1000,1,76.2825,25.22208333,9,15,1
LUDHIANA,2012,Rapeseed &Mustard,Rabi,1000,1000,1,38.71666667,25.77541667,9,15,1
LUDHIANA,2008,Arhar (Tur),Kharif,1400,1100,0.785714286,76.2825,25.22208333,9,0,0
LUDHIANA,2007,Moong,Kharif,2000,1300,0.65,41.69833333,26.48791667,9,11,0
LUDHIANA,2007,Arhar (Tur),Kharif,1500,1300,0.866666667,41.69833333,26.48791667,9,0,0
LUDHIANA,2009,Arhar (Tur),Kharif,1200,1300,1.083333333,38.80333333,26.57625,9,0,0
LUDHIANA,1998,Arhar (Tur),Kharif,2600,1400,0.538461538,34.615,26.41208333,9,0,0
LUDHIANA,2005,Arhar (Tur),Kharif,1900,1500,0.789473684,46.84,25.80916667,9,0,0
LUDHIANA,2001,Moong,Kharif,4000,1600,0.4,40.48583333,26.56375,9,11,0
LUDHIANA,2001,Arhar (Tur),Kharif,2300,1600,0.695652174,40.48583333,26.56375,9,0,0
LUDHIANA,2004,Moong,Kharif,2100,1600,0.761904762,40.8975,26.84208333,9,11,0
LUDHIANA,2002,Arhar (Tur),Kharif,2000,1600,0.8,31.09166667,27.45916667,9,0,0
LUDHIANA,2004,Arhar (Tur),Kharif,2000,1600,0.8,40.8975,26.84208333,9,0,0
LUDHIANA,2005,Moong,Kharif,2000,1600,0.8,46.84,25.80916667,9,11,0
LUDHIANA,2006,Arhar (Tur),Kharif,1800,1600,0.888888889,47.61583333,26.48833333,9,0,0
LUDHIANA,1999,Arhar (Tur),Kharif,2300,1700,0.739130435,26.82583333,27.4475,9,0,0
LUDHIANA,2000,Arhar (Tur),Kharif,2200,1800,0.818181818,37.05166667,26.77541667,9,0,0
LUDHIANA,2002,Moong,Kharif,2200,1800,0.818181818,31.09166667,27.45916667,9,11,0
LUDHIANA,2003,Arhar (Tur),Kharif,2200,1800,0.818181818,49.05833333,25.96708333,9,0,0
LUDHIANA,2006,Moong,Kharif,2300,1900,0.826086957,47.61583333,26.48833333,9,11,0
LUDHIANA,1998,Cotton(lint),Kharif,2000,2000,1,34.615,26.41208333,9,3,0
LUDHIANA,1999,Cotton(lint),Kharif,1000,2000,2,26.82583333,27.4475,9,3,0
LUDHIANA,2012,Cotton(lint),Kharif,1000,2000,2,38.71666667,25.77541667,9,3,0
LUDHIANA,1998,Rapeseed &Mustard,Rabi,2000,2000,1,34.615,26.41208333,9,15,1
LUDHIANA,2002,Rapeseed &Mustard,Rabi,2000,2000,1,31.09166667,27.45916667,9,15,1
LUDHIANA,2009,Rapeseed &Mustard,Rabi,2000,2000,1,38.80333333,26.57625,9,15,1
LUDHIANA,2003,Sunflower,Rabi,1000,2000,2,49.05833333,25.96708333,9,19,1
LUDHIANA,2010,Rapeseed &Mustard,Rabi,1000,2000,2,55.99666667,26.42875,9,15,1
LUDHIANA,2012,Sunflower,Rabi,1200,2100,1.75,38.71666667,25.77541667,9,19,1
LUDHIANA,2000,Moong,Kharif,3600,2300,0.638888889,37.05166667,26.77541667,9,11,0
LUDHIANA,2003,Moong,Kharif,2600,2300,0.884615385,49.05833333,25.96708333,9,11,0
LUDHIANA,1998,Moong,Whole year,4800,2800,0.583333333,34.615,26.41208333,9,11,2
LUDHIANA,2001,Cotton(lint),Kharif,2000,3000,1.5,40.48583333,26.56375,9,3,0
LUDHIANA,2003,Rapeseed &Mustard,Rabi,2000,3000,1.5,49.05833333,25.96708333,9,15,1
LUDHIANA,2004,Rapeseed &Mustard,Rabi,2000,3000,1.5,40.8975,26.84208333,9,15,1
LUDHIANA,2005,Rapeseed &Mustard,Rabi,2000,3000,1.5,46.84,25.80916667,9,15,1
LUDHIANA,1999,Moong,Kharif,4300,3100,0.720930233,26.82583333,27.4475,9,11,0
LUDHIANA,2010,Cotton(lint),Kharif,1000,4000,4,55.99666667,26.42875,9,3,0
LUDHIANA,1999,Rapeseed &Mustard,Rabi,3000,4000,1.333333333,26.82583333,27.4475,9,15,1
LUDHIANA,2010,Barley,Rabi,1000,4000,4,55.99666667,26.42875,9,2,1
LUDHIANA,2012,Maize,Kharif,2000,5000,2.5,38.71666667,25.77541667,9,9,0
LUDHIANA,2005,Cotton(lint),Kharif,1000,5000,5,46.84,25.80916667,9,3,0
LUDHIANA,2008,Barley,Rabi,2000,5000,2.5,76.2825,25.22208333,9,2,1
LUDHIANA,2004,Maize,Kharif,2000,6000,3,40.8975,26.84208333,9,9,0
LUDHIANA,2003,Barley,Rabi,2000,6000,3,49.05833333,25.96708333,9,2,1
LUDHIANA,2006,Barley,Rabi,2000,6000,3,47.61583333,26.48833333,9,2,1
LUDHIANA,2005,Maize,Kharif,2000,7000,3.5,46.84,25.80916667,9,9,0
LUDHIANA,2007,Maize,Kharif,2000,7000,3.5,41.69833333,26.48791667,9,9,0
LUDHIANA,2008,Maize,Kharif,2000,7000,3.5,76.2825,25.22208333,9,9,0
LUDHIANA,2010,Maize,Kharif,2000,7000,3.5,55.99666667,26.42875,9,9,0
LUDHIANA,2001,Barley,Rabi,2000,7000,3.5,40.48583333,26.56375,9,2,1
LUDHIANA,2004,Barley,Rabi,2000,7000,3.5,40.8975,26.84208333,9,2,1
LUDHIANA,2005,Barley,Rabi,2000,7000,3.5,46.84,25.80916667,9,2,1
LUDHIANA,2007,Barley,Rabi,2000,7000,3.5,41.69833333,26.48791667,9,2,1
LUDHIANA,2009,Barley,Rabi,2000,7000,3.5,38.80333333,26.57625,9,2,1
LUDHIANA,2012,Barley,Rabi,2000,7000,3.5,38.71666667,25.77541667,9,2,1
LUDHIANA,2009,Cotton(lint),Kharif,2000,8000,4,38.80333333,26.57625,9,3,0
LUDHIANA,2006,Maize,Kharif,2000,9000,4.5,47.61583333,26.48833333,9,9,0
LUDHIANA,2006,Cotton(lint),Kharif,2000,9000,4.5,47.61583333,26.48833333,9,3,0
LUDHIANA,2008,Cotton(lint),Kharif,2000,9000,4.5,76.2825,25.22208333,9,3,0
LUDHIANA,2009,Maize,Kharif,2000,9000,4.5,38.80333333,26.57625,9,9,0
LUDHIANA,1998,Maize,Kharif,3000,10000,3.333333333,34.615,26.41208333,9,9,0
LUDHIANA,2003,Maize,Kharif,3000,10000,3.333333333,49.05833333,25.96708333,9,9,0
LUDHIANA,1998,Barley,Rabi,3000,10000,3.333333333,34.615,26.41208333,9,2,1
LUDHIANA,2002,Barley,Rabi,3000,10000,3.333333333,31.09166667,27.45916667,9,2,1
LUDHIANA,1999,Maize,Kharif,4000,12000,3,26.82583333,27.4475,9,9,0
LUDHIANA,2007,Cotton(lint),Kharif,3000,12000,4,41.69833333,26.48791667,9,3,0
LUDHIANA,1999,Barley,Rabi,3000,12000,4,26.82583333,27.4475,9,2,1
LUDHIANA,2000,Barley,Rabi,3000,12000,4,37.05166667,26.77541667,9,2,1
LUDHIANA,2002,Maize,Kharif,4000,13000,3.25,31.09166667,27.45916667,9,9,0
LUDHIANA,2005,Sugarcane,Whole year,2000,13000,6.5,46.84,25.80916667,9,18,2
LUDHIANA,2004,Sugarcane,Whole year,3000,14000,4.666666667,40.8975,26.84208333,9,18,2
LUDHIANA,2001,Maize,Kharif,5000,17000,3.4,40.48583333,26.56375,9,9,0
LUDHIANA,2000,Maize,Kharif,4000,17000,4.25,37.05166667,26.77541667,9,9,0
LUDHIANA,2012,Sugarcane,Whole year,2000,135000,67.5,38.71666667,25.77541667,9,18,2
LUDHIANA,2003,Sugarcane,Whole year,5000,270000,54,49.05833333,25.96708333,9,18,2
LUDHIANA,1998,Sugarcane,Whole year,5000,330000,66,34.615,26.41208333,9,18,2
LUDHIANA,1999,Sugarcane,Whole year,6000,420000,70,26.82583333,27.4475,9,18,2
LUDHIANA,2000,Sugarcane,Whole year,7000,470000,67.14285714,37.05166667,26.77541667,9,18,2
LUDHIANA,2002,Sugarcane,Whole year,8000,510000,63.75,31.09166667,27.45916667,9,18,2
LUDHIANA,2001,Sugarcane,Whole year,8000,540000,67.5,40.48583333,26.56375,9,18,2
LUDHIANA,1998,Rice,Kharif,241000,789000,3.273858921,34.615,26.41208333,9,16,0
LUDHIANA,1999,Rice,Kharif,237000,856000,3.611814346,26.82583333,27.4475,9,16,0
LUDHIANA,2001,Rice,Kharif,235000,916000,3.89787234,40.48583333,26.56375,9,16,0
LUDHIANA,2000,Rice,Kharif,238000,939000,3.945378151,37.05166667,26.77541667,9,16,0
LUDHIANA,2002,Rice,Kharif,236000,1020000,4.322033898,31.09166667,27.45916667,9,16,0
LUDHIANA,2003,Rice,Kharif,241000,1047000,4.34439834,49.05833333,25.96708333,9,16,0
LUDHIANA,2006,Rice,Kharif,248000,1084000,4.370967742,47.61583333,26.48833333,9,16,0
LUDHIANA,2005,Rice,Kharif,250000,1130000,4.52,46.84,25.80916667,9,16,0
LUDHIANA,2010,Rice,Kharif,257000,1133000,4.408560311,55.99666667,26.42875,9,16,0
LUDHIANA,2007,Rice,Kharif,250000,1133000,4.532,41.69833333,26.48791667,9,16,0
LUDHIANA,2008,Rice,Kharif,254000,1135000,4.468503937,76.2825,25.22208333,9,16,0
LUDHIANA,2008,Wheat,Rabi,259000,1137000,4.38996139,76.2825,25.22208333,9,21,1
LUDHIANA,2002,Wheat,Rabi,254000,1142000,4.496062992,31.09166667,27.45916667,9,21,1
LUDHIANA,2004,Rice,Kharif,400000,1144000,2.86,40.8975,26.84208333,9,16,0
LUDHIANA,2006,Wheat,Rabi,257000,1158000,4.505836576,47.61583333,26.48833333,9,21,1
LUDHIANA,1998,Wheat,Rabi,257000,1161000,4.517509728,34.615,26.41208333,9,21,1
LUDHIANA,2012,Rice,Kharif,257000,1169000,4.548638132,38.71666667,25.77541667,9,16,0
LUDHIANA,2009,Wheat,Rabi,259000,1200000,4.633204633,38.80333333,26.57625,9,21,1
LUDHIANA,2009,Rice,Kharif,257000,1206000,4.692607004,38.80333333,26.57625,9,16,0
LUDHIANA,2003,Wheat,Rabi,257000,1220000,4.747081712,49.05833333,25.96708333,9,21,1
LUDHIANA,2005,Wheat,Rabi,257000,1228000,4.778210117,46.84,25.80916667,9,21,1
LUDHIANA,2012,Wheat,Rabi,255000,1237000,4.850980392,38.71666667,25.77541667,9,21,1
LUDHIANA,2007,Wheat,Rabi,258000,1238000,4.798449612,41.69833333,26.48791667,9,21,1
LUDHIANA,2004,Wheat,Rabi,258000,1246000,4.829457364,40.8975,26.84208333,9,21,1
LUDHIANA,2010,Wheat,Rabi,257000,1276000,4.964980545,55.99666667,26.42875,9,21,1
LUDHIANA,2001,Wheat,Rabi,257000,1304000,5.073929961,40.48583333,26.56375,9,21,1
LUDHIANA,1999,Wheat,Rabi,259000,1312000,5.065637066,26.82583333,27.4475,9,21,1
LUDHIANA,2000,Wheat,Rabi,258000,1334000,5.170542636,37.05166667,26.77541667,9,21,1
MANSA,2000,Sesamum,Kharif,100,10,0.1,20.04,27.54625,10,17,0
MANSA,2006,Sesamum,Kharif,400,100,0.25,27.7025,27.3375,10,17,0
MANSA,2001,Sesamum,Kharif,300,100,0.333333333,35.7875,27.06666667,10,17,0
MANSA,2003,Sesamum,Kharif,300,100,0.333333333,42.08166667,26.37916667,10,17,0
MANSA,2007,Sesamum,Kharif,200,100,0.5,37.01083333,27.05791667,10,17,0
MANSA,2008,Sesamum,Kharif,200,100,0.5,50.12666667,26.17208333,10,17,0
MANSA,2004,Groundnut,Kharif,100,100,1,28.6625,27.53291667,10,5,0
MANSA,2005,Groundnut,Kharif,100,100,1,37.25833333,26.29958333,10,5,0
MANSA,2006,Groundnut,Kharif,100,100,1,27.7025,27.3375,10,5,0
MANSA,2007,Groundnut,Kharif,100,100,1,37.01083333,27.05791667,10,5,0
MANSA,2008,Groundnut,Kharif,100,100,1,50.12666667,26.17208333,10,5,0
MANSA,2009,Groundnut,Kharif,100,100,1,29.43666667,27.17791667,10,5,0
MANSA,2008,Gram,Rabi,100,100,1,50.12666667,26.17208333,10,4,1
MANSA,2010,Gram,Rabi,100,100,1,45.66666667,26.88875,10,4,1
MANSA,2012,Masoor,Rabi,100,100,1,33.7625,26.06375,10,10,1
MANSA,2001,Moong,Kharif,500,200,0.4,35.7875,27.06666667,10,11,0
MANSA,2005,Sesamum,Kharif,500,200,0.4,37.25833333,26.29958333,10,17,0
MANSA,2007,Moong,Kharif,500,200,0.4,37.01083333,27.05791667,10,11,0
MANSA,2002,Moong,Kharif,400,200,0.5,19.445,28.05,10,11,0
MANSA,2004,Sesamum,Kharif,400,200,0.5,28.6625,27.53291667,10,17,0
MANSA,2002,Groundnut,Kharif,300,200,0.666666667,19.445,28.05,10,5,0
MANSA,2008,Moong,Kharif,300,200,0.666666667,50.12666667,26.17208333,10,11,0
MANSA,2009,Moong,Kharif,300,200,0.666666667,29.43666667,27.17791667,10,11,0
MANSA,2012,Moong,Kharif,300,200,0.666666667,33.7625,26.06375,10,11,0
MANSA,2003,Groundnut,Kharif,200,200,1,42.08166667,26.37916667,10,5,0
MANSA,2005,Gram,Rabi,300,200,0.666666667,37.25833333,26.29958333,10,4,1
MANSA,2007,Gram,Rabi,200,200,1,37.01083333,27.05791667,10,4,1
MANSA,2002,Sesamum,Kharif,1200,300,0.25,19.445,28.05,10,17,0
MANSA,2010,Moong,Kharif,400,300,0.75,45.66666667,26.88875,10,11,0
MANSA,2001,Gram,Rabi,500,300,0.6,35.7875,27.06666667,10,4,1
MANSA,2004,Gram,Rabi,400,300,0.75,28.6625,27.53291667,10,4,1
MANSA,2009,Gram,Rabi,200,300,1.5,29.43666667,27.17791667,10,4,1
MANSA,1999,Moong,Kharif,700,400,0.571428571,15.8825,28.07166667,10,11,0
MANSA,2000,Moong,Kharif,700,400,0.571428571,20.04,27.54625,10,11,0
MANSA,2006,Moong,Kharif,600,400,0.666666667,27.7025,27.3375,10,11,0
MANSA,2004,Moong,Kharif,500,400,0.8,28.6625,27.53291667,10,11,0
MANSA,2005,Moong,Kharif,500,400,0.8,37.25833333,26.29958333,10,11,0
MANSA,2003,Gram,Rabi,700,400,0.571428571,42.08166667,26.37916667,10,4,1
MANSA,2002,Gram,Rabi,400,400,1,19.445,28.05,10,4,1
MANSA,1998,Moong,Whole year,700,400,0.571428571,37.6275,26.63166667,10,11,2
MANSA,2003,Moong,Kharif,700,500,0.714285714,42.08166667,26.37916667,10,11,0
MANSA,2006,Gram,Rabi,400,500,1.25,27.7025,27.3375,10,4,1
MANSA,2000,Gram,Rabi,700,600,0.857142857,20.04,27.54625,10,4,1
MANSA,1999,Gram,Rabi,1000,900,0.9,15.8825,28.07166667,10,4,1
MANSA,2001,Rapeseed &Mustard,Rabi,400,900,2.25,35.7875,27.06666667,10,15,1
MANSA,1999,Bajra,Kharif,2000,1000,0.5,15.8825,28.07166667,10,1,0
MANSA,1998,Bajra,Kharif,1000,1000,1,37.6275,26.63166667,10,1,0
MANSA,2000,Bajra,Kharif,1000,1000,1,20.04,27.54625,10,1,0
MANSA,2005,Bajra,Kharif,1000,1000,1,37.25833333,26.29958333,10,1,0
MANSA,2006,Bajra,Kharif,1000,1000,1,27.7025,27.3375,10,1,0
MANSA,2007,Bajra,Kharif,1000,1000,1,37.01083333,27.05791667,10,1,0
MANSA,2009,Bajra,Kharif,1000,1000,1,29.43666667,27.17791667,10,1,0
MANSA,2010,Bajra,Kharif,1000,1000,1,45.66666667,26.88875,10,1,0
MANSA,2012,Bajra,Kharif,1000,1000,1,33.7625,26.06375,10,1,0
MANSA,1998,Gram,Rabi,2300,1600,0.695652174,37.6275,26.63166667,10,4,1
MANSA,2002,Bajra,Kharif,2000,2000,1,19.445,28.05,10,1,0
MANSA,2004,Bajra,Kharif,2000,2000,1,28.6625,27.53291667,10,1,0
MANSA,2002,Maize,Kharif,1000,2000,2,19.445,28.05,10,9,0
MANSA,2007,Rapeseed &Mustard,Rabi,2000,2000,1,37.01083333,27.05791667,10,15,1
MANSA,2012,Rapeseed &Mustard,Rabi,1000,2000,2,33.7625,26.06375,10,15,1
MANSA,2004,Guar seed,Whole year,4200,2300,0.547619048,28.6625,27.53291667,10,6,2
MANSA,2009,Guar seed,Whole year,3000,2500,0.833333333,29.43666667,27.17791667,10,6,2
MANSA,2012,Guar seed,Whole year,2800,2800,1,33.7625,26.06375,10,6,2
MANSA,2010,Guar seed,Whole year,3100,2900,0.935483871,45.66666667,26.88875,10,6,2
MANSA,2003,Bajra,Kharif,3000,3000,1,42.08166667,26.37916667,10,1,0
MANSA,2006,Rapeseed &Mustard,Rabi,3000,3000,1,27.7025,27.3375,10,15,1
MANSA,2008,Rapeseed &Mustard,Rabi,2000,3000,1.5,50.12666667,26.17208333,10,15,1
MANSA,2009,Rapeseed &Mustard,Rabi,2000,3000,1.5,29.43666667,27.17791667,10,15,1
MANSA,2010,Rapeseed &Mustard,Rabi,2000,3000,1.5,45.66666667,26.88875,10,15,1
MANSA,2007,Barley,Rabi,1000,3000,3,37.01083333,27.05791667,10,2,1
MANSA,2008,Barley,Rabi,1000,3000,3,50.12666667,26.17208333,10,2,1
MANSA,2009,Barley,Rabi,1000,3000,3,29.43666667,27.17791667,10,2,1
MANSA,2010,Barley,Rabi,1000,3000,3,45.66666667,26.88875,10,2,1
MANSA,2012,Barley,Rabi,1000,3000,3,33.7625,26.06375,10,2,1
MANSA,2003,Guar seed,Whole year,6300,3100,0.492063492,42.08166667,26.37916667,10,6,2
MANSA,2005,Guar seed,Whole year,4300,3200,0.744186047,37.25833333,26.29958333,10,6,2
MANSA,2002,Guar seed,Whole year,5500,3600,0.654545455,19.445,28.05,10,6,2
MANSA,2006,Guar seed,Whole year,4500,3800,0.844444444,27.7025,27.3375,10,6,2
MANSA,1999,Rapeseed &Mustard,Rabi,4000,4000,1,15.8825,28.07166667,10,15,1
MANSA,2005,Rapeseed &Mustard,Rabi,4000,4000,1,37.25833333,26.29958333,10,15,1
MANSA,2008,Guar seed,Whole year,5200,4400,0.846153846,50.12666667,26.17208333,10,6,2
MANSA,2007,Guar seed,Whole year,5400,4600,0.851851852,37.01083333,27.05791667,10,6,2
MANSA,2002,Rapeseed &Mustard,Rabi,7000,5000,0.714285714,19.445,28.05,10,15,1
MANSA,2004,Rapeseed &Mustard,Rabi,5000,5000,1,28.6625,27.53291667,10,15,1
MANSA,2001,Barley,Rabi,2000,5000,2.5,35.7875,27.06666667,10,2,1
MANSA,2005,Barley,Rabi,2000,5000,2.5,37.25833333,26.29958333,10,2,1
MANSA,1998,Rapeseed &Mustard,Rabi,6000,6000,1,37.6275,26.63166667,10,15,1
MANSA,2003,Rapeseed &Mustard,Rabi,5000,6000,1.2,42.08166667,26.37916667,10,15,1
MANSA,2002,Barley,Rabi,2000,6000,3,19.445,28.05,10,2,1
MANSA,2004,Barley,Rabi,2000,6000,3,28.6625,27.53291667,10,2,1
MANSA,2006,Barley,Rabi,2000,6000,3,27.7025,27.3375,10,2,1
MANSA,2003,Barley,Rabi,2000,7000,3.5,42.08166667,26.37916667,10,2,1
MANSA,1998,Barley,Rabi,3000,8000,2.666666667,37.6275,26.63166667,10,2,1
MANSA,1999,Barley,Rabi,3000,10000,3.333333333,15.8825,28.07166667,10,2,1
MANSA,2000,Barley,Rabi,3000,10000,3.333333333,20.04,27.54625,10,2,1
MANSA,2002,Sugarcane,Whole year,1000,50000,50,19.445,28.05,10,18,2
MANSA,1998,Sugarcane,Whole year,1000,60000,60,37.6275,26.63166667,10,18,2
MANSA,1999,Sugarcane,Whole year,1000,60000,60,15.8825,28.07166667,10,18,2
MANSA,2000,Sugarcane,Whole year,1000,60000,60,20.04,27.54625,10,18,2
MANSA,1998,Cotton(lint),Kharif,83000,70000,0.843373494,37.6275,26.63166667,10,3,0
MANSA,2001,Sugarcane,Whole year,1000,70000,70,35.7875,27.06666667,10,18,2
MANSA,1999,Cotton(lint),Kharif,72000,159000,2.208333333,15.8825,28.07166667,10,3,0
MANSA,2002,Cotton(lint),Kharif,70000,168000,2.4,19.445,28.05,10,3,0
MANSA,2001,Cotton(lint),Kharif,92000,182000,1.97826087,35.7875,27.06666667,10,3,0
MANSA,2000,Cotton(lint),Kharif,79000,193000,2.443037975,20.04,27.54625,10,3,0
MANSA,1998,Rice,Kharif,84000,215000,2.55952381,37.6275,26.63166667,10,16,0
MANSA,2001,Rice,Kharif,68000,242000,3.558823529,35.7875,27.06666667,10,16,0
MANSA,2003,Cotton(lint),Kharif,73000,246000,3.369863014,42.08166667,26.37916667,10,3,0
MANSA,2007,Rice,Kharif,61000,252000,4.131147541,37.01083333,27.05791667,10,16,0
MANSA,2006,Rice,Kharif,62000,259000,4.177419355,27.7025,27.3375,10,16,0
MANSA,2002,Rice,Kharif,88000,267000,3.034090909,19.445,28.05,10,16,0
MANSA,1999,Rice,Kharif,91000,291000,3.197802198,15.8825,28.07166667,10,16,0
MANSA,2005,Rice,Kharif,70000,291000,4.157142857,37.25833333,26.29958333,10,16,0
MANSA,2008,Rice,Kharif,71000,296000,4.169014085,50.12666667,26.17208333,10,16,0
MANSA,2003,Rice,Kharif,78000,299000,3.833333333,42.08166667,26.37916667,10,16,0
MANSA,2000,Rice,Kharif,84000,306000,3.642857143,20.04,27.54625,10,16,0
MANSA,2004,Rice,Kharif,75000,307000,4.093333333,28.6625,27.53291667,10,16,0
MANSA,2010,Rice,Kharif,78000,316000,4.051282051,45.66666667,26.88875,10,16,0
MANSA,2012,Cotton(lint),Kharif,90000,317000,3.522222222,33.7625,26.06375,10,3,0
MANSA,2012,Rice,Kharif,78000,321000,4.115384615,33.7625,26.06375,10,16,0
MANSA,2009,Rice,Kharif,77000,324000,4.207792208,29.43666667,27.17791667,10,16,0
MANSA,2009,Cotton(lint),Kharif,89000,328000,3.685393258,29.43666667,27.17791667,10,3,0
MANSA,2004,Cotton(lint),Kharif,82000,350000,4.268292683,28.6625,27.53291667,10,3,0
MANSA,2010,Cotton(lint),Kharif,88000,351000,3.988636364,45.66666667,26.88875,10,3,0
MANSA,2005,Cotton(lint),Kharif,91000,365000,4.010989011,37.25833333,26.29958333,10,3,0
MANSA,2008,Cotton(lint),Kharif,90000,366000,4.066666667,50.12666667,26.17208333,10,3,0
MANSA,2006,Cotton(lint),Kharif,93000,405000,4.35483871,27.7025,27.3375,10,3,0
MANSA,2007,Cotton(lint),Kharif,100000,438000,4.38,37.01083333,27.05791667,10,3,0
MANSA,2005,Wheat,Rabi,163000,612000,3.754601227,37.25833333,26.29958333,10,21,1
MANSA,2001,Wheat,Rabi,165000,667000,4.042424242,35.7875,27.06666667,10,21,1
MANSA,1998,Wheat,Rabi,159000,687000,4.320754717,37.6275,26.63166667,10,21,1
MANSA,2003,Wheat,Rabi,166000,691000,4.162650602,42.08166667,26.37916667,10,21,1
MANSA,2002,Wheat,Rabi,163000,691000,4.239263804,19.445,28.05,10,21,1
MANSA,2004,Wheat,Rabi,167000,707000,4.233532934,28.6625,27.53291667,10,21,1
MANSA,2006,Wheat,Rabi,165000,718000,4.351515152,27.7025,27.3375,10,21,1
MANSA,1999,Wheat,Rabi,157000,719000,4.579617834,15.8825,28.07166667,10,21,1
MANSA,2007,Wheat,Rabi,169000,727000,4.301775148,37.01083333,27.05791667,10,21,1
MANSA,2009,Wheat,Rabi,170000,730000,4.294117647,29.43666667,27.17791667,10,21,1
MANSA,2000,Wheat,Rabi,163000,748000,4.588957055,20.04,27.54625,10,21,1
MANSA,2012,Wheat,Rabi,171000,759000,4.438596491,33.7625,26.06375,10,21,1
MANSA,2008,Wheat,Rabi,171000,791000,4.625730994,50.12666667,26.17208333,10,21,1
MANSA,2010,Wheat,Rabi,170000,830000,4.882352941,45.66666667,26.88875,10,21,1
MOGA,2000,Sesamum,Kharif,100,10,0.1,28.25416667,27.125,11,17,0
MOGA,2001,Sesamum,Kharif,100,100,1,35.83916667,26.82083333,11,17,0
MOGA,2004,Gram,Rabi,200,100,0.5,34.83166667,27.175,11,4,1
MOGA,2005,Gram,Rabi,200,100,0.5,43.11083333,25.93125,11,4,1
MOGA,2006,Gram,Rabi,200,100,0.5,45.6375,26.59416667,11,4,1
MOGA,2001,Rapeseed &Mustard,Rabi,100,100,1,35.83916667,26.82083333,11,15,1
MOGA,2007,Gram,Rabi,100,100,1,38.51916667,26.66958333,11,4,1
MOGA,2008,Gram,Rabi,100,100,1,65.0225,25.5625,11,4,1
MOGA,2003,Guar seed,Whole year,200,100,0.5,41.63833333,26.22,11,6,2
MOGA,2004,Guar seed,Whole year,100,100,1,34.83166667,27.175,11,6,2
