,year,area,production,AvgRain,AvgTemp,district_encoded,crop_encoded,season_encoded
1012,2008,1000,1000,90.14333333,24.945,7,8,1
1013,2009,1000,1000,42.17916667,26.33958333,7,15,1
1014,2010,1000,1000,62.85666667,26.25416667,7,15,1
1015,2001,1000,1100,45.6625,26.32708333,7,0,0
1016,2006,1000,1100,63.88833333,26.04791667,7,0,0
1017,2005,1200,1200,53.49083333,25.50916667,7,0,0
1018,2003,1100,1200,53.6325,25.81208333,7,0,0
1019,2004,1200,1400,45.565,26.64166667,7,0,0
1020,2001,1000,2000,45.6625,26.32708333,7,3,0
1021,2002,2000,2000,37.0775,27.14,7,15,1
1022,2004,2000,2000,45.565,26.64166667,7,15,1
1023,2005,1000,2000,53.49083333,25.50916667,7,15,1
1024,2012,1000,2000,44.08916667,25.59625,7,15,1
1025,1998,2000,3000,32.34416667,26.38291667,7,15,1
1026,1999,2000,3000,32.2,27.14458333,7,15,1
1027,2009,700,4200,42.17916667,26.33958333,7,18,2
1028,2012,3500,5700,44.08916667,25.59625,7,19,1
1029,2003,5000,8000,53.6325,25.81208333,7,19,1
1030,2012,8000,27000,44.08916667,25.59625,7,9,0
1031,1998,13000,34000,32.34416667,26.38291667,7,9,0
1032,2009,10000,35000,42.17916667,26.33958333,7,9,0
1033,2010,9000,35000,62.85666667,26.25416667,7,9,0
1034,2002,13000,36000,37.0775,27.14,7,9,0
1035,2004,13000,38000,45.565,26.64166667,7,9,0
1036,2006,12000,38000,63.88833333,26.04791667,7,9,0
1037,2005,12000,40000,53.49083333,25.50916667,7,9,0
1038,2008,12000,41000,90.14333333,24.945,7,9,0
1039,1999,15000,44000,32.2,27.14458333,7,9,0
1040,2003,14000,48000,53.6325,25.81208333,7,9,0
1041,2001,16000,49000,45.6625,26.32708333,7,9,0
1042,2007,13000,49000,50.2,26.05,7,9,0
1043,2000,16000,52000,41.01583333,26.54375,7,9,0
1044,2004,11000,61000,45.565,26.64166667,7,18,2
1045,2005,11000,63000,53.49083333,25.50916667,7,18,2
1046,1998,134000,436000,32.34416667,26.38291667,7,16,0
1047,2001,132000,445000,45.6625,26.32708333,7,16,0
1048,1999,133000,464000,32.2,27.14458333,7,16,0
1049,2003,138000,465000,53.6325,25.81208333,7,16,0
1050,2000,136000,488000,41.01583333,26.54375,7,16,0
1051,2002,133000,495000,37.0775,27.14,7,16,0
1052,2006,147000,514000,63.88833333,26.04791667,7,16,0
1053,2005,151000,526000,53.49083333,25.50916667,7,16,0
1054,2004,145000,538000,45.565,26.64166667,7,16,0
1055,2007,149000,554000,50.2,26.05,7,16,0
1056,2010,163000,588000,62.85666667,26.25416667,7,16,0
1057,2008,155000,588000,90.14333333,24.945,7,16,0
1058,2012,165000,625000,44.08916667,25.59625,7,16,0
1059,2009,161000,636000,42.17916667,26.33958333,7,16,0
1060,2012,10000,651000,44.08916667,25.59625,7,18,2
1061,2003,15000,690000,53.6325,25.81208333,7,18,2
1062,2006,165000,692000,63.88833333,26.04791667,7,21,1
1063,2008,171000,708000,90.14333333,24.945,7,21,1
1064,2002,167000,715000,37.0775,27.14,7,21,1
1065,1998,13000,730000,32.34416667,26.38291667,7,18,2
1066,2004,171000,734000,45.565,26.64166667,7,21,1
1067,2009,170000,735000,42.17916667,26.33958333,7,21,1
1068,2007,167000,741000,50.2,26.05,7,21,1
1069,2003,169000,747000,53.6325,25.81208333,7,21,1
1070,1998,162000,748000,32.34416667,26.38291667,7,21,1
1071,2005,170000,764000,53.49083333,25.50916667,7,21,1
1072,2012,169000,773000,44.08916667,25.59625,7,21,1
1073,2000,167000,773000,41.01583333,26.54375,7,21,1
1074,2001,167000,785000,45.6625,26.32708333,7,21,1
1075,2010,169000,793000,62.85666667,26.25416667,7,21,1
1076,1999,163000,803000,32.2,27.14458333,7,21,1
1077,1999,14000,820000,32.2,27.14458333,7,18,2
1078,2000,15000,920000,41.01583333,26.54375,7,18,2
1079,2001,16000,1000000,45.6625,26.32708333,7,18,2
1080,2002,17000,1040000,37.0775,27.14,7,18,2
1081,2002,200,100,31.44583333,27.45333333,8,17,0
1082,2004,200,100,39.37333333,27.00041667,8,17,0
1083,2005,200,100,49.77,25.68041667,8,17,0
1084,1999,100,100,27.48583333,27.48916667,8,11,0
1085,2000,100,100,31.97916667,26.95833333,8,11,0
1086,2001,100,100,40.47,26.62666667,8,11,0
1087,2002,100,100,31.44583333,27.45333333,8,11,0
1088,2003,100,100,45.74166667,26.11833333,8,0,0
1089,2003,100,100,45.74166667,26.11833333,8,11,0
1090,2004,100,100,39.37333333,27.00041667,8,0,0
1091,2005,100,100,49.77,25.68041667,8,0,0
1092,2000,100,100,31.97916667,26.95833333,8,4,1
1093,2000,100,100,31.97916667,26.95833333,8,10,1
1094,2001,100,100,40.47,26.62666667,8,4,1
1095,2001,100,100,40.47,26.62666667,8,10,1
1096,2001,100,100,40.47,26.62666667,8,15,1
1097,2002,100,100,31.44583333,27.45333333,8,4,1
1098,2002,100,100,31.44583333,27.45333333,8,10,1
1099,2006,100,100,60.74583333,26.1925,8,14,1
1100,2010,100,100,52.47,26.5225,8,14,1
1101,1998,200,100,25.0475,26.83791667,8,11,2
1102,1998,600,200,25.0475,26.83791667,8,17,0
1103,2000,400,200,31.97916667,26.95833333,8,17,0
1104,2001,400,200,40.47,26.62666667,8,17,0
1105,1998,200,200,25.0475,26.83791667,8,14,1
1106,2000,200,200,31.97916667,26.95833333,8,13,1
1107,1999,1000,1000,27.48583333,27.48916667,8,15,1
1108,2002,1000,1000,31.44583333,27.45333333,8,15,1
1109,2003,1000,1000,45.74166667,26.11833333,8,15,1
1110,2004,1000,1000,39.37333333,27.00041667,8,15,1
1111,2006,1000,1000,60.74583333,26.1925,8,15,1
1112,2007,1000,1000,45.78,26.28833333,8,15,1
1113,2008,1000,1000,77.36166667,25.28041667,8,15,1
1114,2009,1000,1000,35.8925,26.62,8,15,1
1115,2010,1000,1000,52.47,26.5225,8,15,1
1116,2012,1000,1000,39.58916667,25.7525,8,15,1
1117,2009,300,1800,35.8925,26.62,8,18,2
1118,1998,1000,2000,25.0475,26.83791667,8,15,1
1119,2005,1000,2000,49.77,25.68041667,8,15,1
1120,2012,1300,2200,39.58916667,25.7525,8,19,1
1121,2003,2000,3000,45.74166667,26.11833333,8,19,1
1122,2002,3000,8000,31.44583333,27.45333333,8,9,0
1123,2005,3000,9000,49.77,25.68041667,8,9,0
1124,2012,2000,9000,39.58916667,25.7525,8,9,0
1125,1998,4000,11000,25.0475,26.83791667,8,9,0
1126,2003,3000,11000,45.74166667,26.11833333,8,9,0
1127,2006,3000,11000,60.74583333,26.1925,8,9,0
1128,2008,3000,11000,77.36166667,25.28041667,8,9,0
1129,2010,2000,11000,52.47,26.5225,8,9,0
1130,2000,4000,12000,31.97916667,26.95833333,8,9,0
1131,2004,4000,12000,39.37333333,27.00041667,8,9,0
1132,1999,4000,13000,27.48583333,27.48916667,8,9,0
1133,2007,3000,13000,45.78,26.28833333,8,9,0
1134,2001,4000,14000,40.47,26.62666667,8,9,0
1135,2009,3000,14000,35.8925,26.62,8,9,0
1136,2005,4000,22000,49.77,25.68041667,8,18,2
1137,2004,5000,30000,39.37333333,27.00041667,8,18,2
1138,2012,3000,194000,39.58916667,25.7525,8,18,2
1139,1999,4000,220000,27.48583333,27.48916667,8,18,2
1140,1998,4000,240000,25.0475,26.83791667,8,18,2
1141,1998,99000,314000,25.0475,26.83791667,8,16,0
1142,1999,100000,319000,27.48583333,27.48916667,8,16,0
1143,2003,6000,320000,45.74166667,26.11833333,8,18,2
1144,2000,5000,330000,31.97916667,26.95833333,8,18,2
1145,2002,6000,350000,31.44583333,27.45333333,8,18,2
1146,2001,103000,357000,40.47,26.62666667,8,16,0
1147,2000,103000,358000,31.97916667,26.95833333,8,16,0
1148,2003,104000,361000,45.74166667,26.11833333,8,16,0
1149,2002,102000,362000,31.44583333,27.45333333,8,16,0
1150,2001,6000,370000,40.47,26.62666667,8,18,2
1151,2006,110000,414000,60.74583333,26.1925,8,16,0
1152,2005,108000,422000,49.77,25.68041667,8,16,0
1153,2004,105000,423000,39.37333333,27.00041667,8,16,0
1154,2008,114000,428000,77.36166667,25.28041667,8,16,0
1155,2007,110000,428000,45.78,26.28833333,8,16,0
1156,2006,109000,444000,60.74583333,26.1925,8,21,1
1157,2012,117000,445000,39.58916667,25.7525,8,16,0
1158,2002,112000,445000,31.44583333,27.45333333,8,21,1
1159,2009,115000,452000,35.8925,26.62,8,16,0
1160,2009,111000,457000,35.8925,26.62,8,21,1
1161,2010,118000,460000,52.47,26.5225,8,16,0
1162,2004,115000,460000,39.37333333,27.00041667,8,21,1
1163,1998,108000,465000,25.0475,26.83791667,8,21,1
1164,2008,111000,472000,77.36166667,25.28041667,8,21,1
1165,2010,108000,480000,52.47,26.5225,8,21,1
1166,2005,111000,483000,49.77,25.68041667,8,21,1
1167,2000,111000,493000,31.97916667,26.95833333,8,21,1
1168,2003,112000,496000,45.74166667,26.11833333,8,21,1
1169,2007,111000,506000,45.78,26.28833333,8,21,1
1170,2012,110000,510000,39.58916667,25.7525,8,21,1
1171,1999,111000,523000,27.48583333,27.48916667,8,21,1
1172,2001,114000,538000,40.47,26.62666667,8,21,1
1173,2000,100,10,37.05166667,26.77541667,9,17,0
1174,2001,100,100,40.48583333,26.56375,9,17,0
1175,2002,100,100,31.09166667,27.45916667,9,5,0
1176,2004,100,100,40.8975,26.84208333,9,5,0
1177,2005,100,100,46.84,25.80916667,9,5,0
1178,2000,100,100,37.05166667,26.77541667,9,4,1
1179,2000,100,100,37.05166667,26.77541667,9,13,1
1180,2003,100,100,49.05833333,25.96708333,9,4,1
1181,2004,100,100,40.8975,26.84208333,9,4,1
1182,2012,100,100,38.71666667,25.77541667,9,6,2
1183,2006,200,200,47.61583333,26.48833333,9,5,0
1184,2001,200,200,40.48583333,26.56375,9,4,1
1185,2002,200,200,31.09166667,27.45916667,9,4,1
1186,2012,600,300,38.71666667,25.77541667,9,11,0
1187,2001,200,300,40.48583333,26.56375,9,15,1
1188,2008,200,300,76.2825,25.22208333,9,14,1
1189,2009,300,400,38.80333333,26.57625,9,14,1
1190,2010,300,400,55.99666667,26.42875,9,14,1
1191,2012,300,400,38.71666667,25.77541667,9,14,1
1192,1998,600,600,34.615,26.41208333,9,14,1
1193,2009,100,600,38.80333333,26.57625,9,18,2
1194,2006,500,700,47.61583333,26.48833333,9,14,1
1195,2012,900,800,38.71666667,25.77541667,9,0,0
1196,2008,1200,900,76.2825,25.22208333,9,11,0
1197,2010,1300,1000,55.99666667,26.42875,9,11,0
1198,2009,1100,1000,38.80333333,26.57625,9,11,0
1199,2010,1100,1000,55.99666667,26.42875,9,0,0
1200,2000,1000,1000,37.05166667,26.77541667,9,3,0
1201,2002,1000,1000,31.09166667,27.45916667,9,3,0
1202,2003,1000,1000,49.05833333,25.96708333,9,3,0
1203,2006,1000,1000,47.61583333,26.48833333,9,15,1
1204,2007,1000,1000,41.69833333,26.48791667,9,15,1
1205,2008,1000,1000,76.2825,25.22208333,9,15,1
1206,2012,1000,1000,38.71666667,25.77541667,9,15,1
1207,2008,1400,1100,76.2825,25.22208333,9,0,0
1208,2007,2000,1300,41.69833333,26.48791667,9,11,0
1209,2007,1500,1300,41.69833333,26.48791667,9,0,0
1210,2009,1200,1300,38.80333333,26.57625,9,0,0
1211,1998,2600,1400,34.615,26.41208333,9,0,0
1212,2005,1900,1500,46.84,25.80916667,9,0,0
1213,2001,4000,1600,40.48583333,26.56375,9,11,0
1214,2001,2300,1600,40.48583333,26.56375,9,0,0
1215,2004,2100,1600,40.8975,26.84208333,9,11,0
1216,2002,2000,1600,31.09166667,27.45916667,9,0,0
1217,2004,2000,1600,40.8975,26.84208333,9,0,0
1218,2005,2000,1600,46.84,25.80916667,9,11,0
1219,2006,1800,1600,47.61583333,26.48833333,9,0,0
1220,1999,2300,1700,26.82583333,27.4475,9,0,0
1221,2000,2200,1800,37.05166667,26.77541667,9,0,0
1222,2002,2200,1800,31.09166667,27.45916667,9,11,0
1223,2003,2200,1800,49.05833333,25.96708333,9,0,0
1224,2006,2300,1900,47.61583333,26.48833333,9,11,0
1225,1998,2000,2000,34.615,26.41208333,9,3,0
1226,1999,1000,2000,26.82583333,27.4475,9,3,0
1227,2012,1000,2000,38.71666667,25.77541667,9,3,0
1228,1998,2000,2000,34.615,26.41208333,9,15,1
1229,2002,2000,2000,31.09166667,27.45916667,9,15,1
1230,2009,2000,2000,38.80333333,26.57625,9,15,1
1231,2003,1000,2000,49.05833333,25.96708333,9,19,1
1232,2010,1000,2000,55.99666667,26.42875,9,15,1
1233,2012,1200,2100,38.71666667,25.77541667,9,19,1
1234,2000,3600,2300,37.05166667,26.77541667,9,11,0
1235,2003,2600,2300,49.05833333,25.96708333,9,11,0
1236,1998,4800,2800,34.615,26.41208333,9,11,2
1237,2001,2000,3000,40.48583333,26.56375,9,3,0
1238,2003,2000,3000,49.05833333,25.96708333,9,15,1
1239,2004,2000,3000,40.8975,26.84208333,9,15,1
1240,2005,2000,3000,46.84,25.80916667,9,15,1
1241,1999,4300,3100,26.82583333,27.4475,9,11,0
1242,2010,1000,4000,55.99666667,26.42875,9,3,0
1243,1999,3000,4000,26.82583333,27.4475,9,15,1
1244,2010,1000,4000,55.99666667,26.42875,9,2,1
1245,2012,2000,5000,38.71666667,25.77541667,9,9,0
1246,2005,1000,5000,46.84,25.80916667,9,3,0
1247,2008,2000,5000,76.2825,25.22208333,9,2,1
1248,2004,2000,6000,40.8975,26.84208333,9,9,0
1249,2003,2000,6000,49.05833333,25.96708333,9,2,1
1250,2006,2000,6000,47.61583333,26.48833333,9,2,1
1251,2005,2000,7000,46.84,25.80916667,9,9,0
1252,2007,2000,7000,41.69833333,26.48791667,9,9,0
1253,2008,2000,7000,76.2825,25.22208333,9,9,0
1254,2010,2000,7000,55.99666667,26.42875,9,9,0
1255,2001,2000,7000,40.48583333,26.56375,9,2,1
1256,2004,2000,7000,40.8975,26.84208333,9,2,1
1257,2005,2000,7000,46.84,25.80916667,9,2,1
1258,2007,2000,7000,41.69833333,26.48791667,9,2,1
1259,2009,2000,7000,38.80333333,26.57625,9,2,1
1260,2012,2000,7000,38.71666667,25.77541667,9,2,1
1261,2009,2000,8000,38.80333333,26.57625,9,3,0
1262,2006,2000,9000,47.61583333,26.48833333,9,9,0
1263,2006,2000,9000,47.61583333,26.48833333,9,3,0
1264,2008,2000,9000,76.2825,25.22208333,9,3,0
1265,2009,2000,9000,38.80333333,26.57625,9,9,0
1266,1998,3000,10000,34.615,26.41208333,9,9,0
1267,2003,3000,10000,49.05833333,25.96708333,9,9,0
1268,1998,3000,10000,34.615,26.41208333,9,2,1
1269,2002,3000,10000,31.09166667,27.45916667,9,2,1
1270,1999,4000,12000,26.82583333,27.4475,9,9,0
1271,2007,3000,12000,41.69833333,26.48791667,9,3,0
1272,1999,3000,12000,26.82583333,27.4475,9,2,1
1273,2000,3000,12000,37.05166667,26.77541667,9,2,1
1274,2002,4000,13000,31.09166667,27.45916667,9,9,0
1275,2005,2000,13000,46.84,25.80916667,9,18,2
1276,2004,3000,14000,40.8975,26.84208333,9,18,2
1277,2001,5000,17000,40.48583333,26.56375,9,9,0
1278,2000,4000,17000,37.05166667,26.77541667,9,9,0
1279,2012,2000,135000,38.71666667,25.77541667,9,18,2
1280,2003,5000,270000,49.05833333,25.96708333,9,18,2
1281,1998,5000,330000,34.615,26.41208333,9,18,2
1282,1999,6000,420000,26.82583333,27.4475,9,18,2
1283,2000,7000,470000,37.05166667,26.77541667,9,18,2
1284,2002,8000,510000,31.09166667,27.45916667,9,18,2
1285,2001,8000,540000,40.48583333,26.56375,9,18,2
1286,1998,241000,789000,34.615,26.41208333,9,16,0
1287,1999,237000,856000,26.82583333,27.4475,9,16,0
1288,2001,235000,916000,40.48583333,26.56375,9,16,0
1289,2000,238000,939000,37.05166667,26.77541667,9,16,0
1290,2002,236000,1020000,31.09166667,27.45916667,9,16,0
1291,2003,241000,1047000,49.05833333,25.96708333,9,16,0
1292,2006,248000,1084000,47.61583333,26.48833333,9,16,0
1293,2005,250000,1130000,46.84,25.80916667,9,16,0
1294,2010,257000,1133000,55.99666667,26.42875,9,16,0
1295,2007,250000,1133000,41.69833333,26.48791667,9,16,0
1296,2008,254000,1135000,76.2825,25.22208333,9,16,0
1297,2008,259000,1137000,76.2825,25.22208333,9,21,1
1298,2002,254000,1142000,31.09166667,27.45916667,9,21,1
1299,2004,400000,1144000,40.8975,26.84208333,9,16,0
1300,2006,257000,1158000,47.61583333,26.48833333,9,21,1
1301,1998,257000,1161000,34.615,26.41208333,9,21,1
1302,2012,257000,1169000,38.71666667,25.77541667,9,16,0
1303,2009,259000,1200000,38.80333333,26.57625,9,21,1
1304,2009,257000,1206000,38.80333333,26.57625,9,16,0
1305,2003,257000,1220000,49.05833333,25.96708333,9,21,1
1306,2005,257000,1228000,46.84,25.80916667,9,21,1
1307,2012,255000,1237000,38.71666667,25.77541667,9,21,1
1308,2007,258000,1238000,41.69833333,26.48791667,9,21,1
1309,2004,258000,1246000,40.8975,26.84208333,9,21,1
1310,2010,257000,1276000,55.99666667,26.42875,9,21,1
1311,2001,257000,1304000,40.48583333,26.56375,9,21,1
1312,1999,259000,1312000,26.82583333,27.4475,9,21,1
1313,2000,258000,1334000,37.05166667,26.77541667,9,21,1
1314,2000,100,10,20.04,27.54625,10,17,0
1315,2006,400,100,27.7025,27.3375,10,17,0
1316,2001,300,100,35.7875,27.06666667,10,17,0
1317,2003,300,100,42.08166667,26.37916667,10,17,0
1318,2007,200,100,37.01083333,27.05791667,10,17,0
1319,2008,200,100,50.12666667,26.17208333,10,17,0
1320,2004,100,100,28.6625,27.53291667,10,5,0
1321,2005,100,100,37.25833333,26.29958333,10,5,0
1322,2006,100,100,27.7025,27.3375,10,5,0
1323,2007,100,100,37.01083333,27.05791667,10,5,0
1324,2008,100,100,50.12666667,26.17208333,10,5,0
1325,2009,100,100,29.43666667,27.17791667,10,5,0
1326,2008,100,100,50.12666667,26.17208333,10,4,1
1327,2010,100,100,45.66666667,26.88875,10,4,1
1328,2012,100,100,33.7625,26.06375,10,10,1
1329,2001,500,200,35.7875,27.06666667,10,11,0
1330,2005,500,200,37.25833333,26.29958333,10,17,0
1331,2007,500,200,37.01083333,27.05791667,10,11,0
1332,2002,400,200,19.445,28.05,10,11,0
1333,2004,400,200,28.6625,27.53291667,10,17,0
1334,2002,300,200,19.445,28.05,10,5,0
1335,2008,300,200,50.12666667,26.17208333,10,11,0
1336,2009,300,200,29.43666667,27.17791667,10,11,0
1337,2012,300,200,33.7625,26.06375,10,11,0
1338,2003,200,200,42.08166667,26.37916667,10,5,0
1339,2005,300,200,37.25833333,26.29958333,10,4,1
1340,2007,200,200,37.01083333,27.05791667,10,4,1
1341,2002,1200,300,19.445,28.05,10,17,0
1342,2010,400,300,45.66666667,26.88875,10,11,0
1343,2001,500,300,35.7875,27.06666667,10,4,1
1344,2004,400,300,28.6625,27.53291667,10,4,1
1345,2009,200,300,29.43666667,27.17791667,10,4,1
1346,1999,700,400,15.8825,28.07166667,10,11,0
1347,2000,700,400,20.04,27.54625,10,11,0
1348,2006,600,400,27.7025,27.3375,10,11,0
1349,2004,500,400,28.6625,27.53291667,10,11,0
1350,2005,500,400,37.25833333,26.29958333,10,11,0
1351,2003,700,400,42.08166667,26.37916667,10,4,1
1352,2002,400,400,19.445,28.05,10,4,1
1353,1998,700,400,37.6275,26.63166667,10,11,2
1354,2003,700,500,42.08166667,26.37916667,10,11,0
1355,2006,400,500,27.7025,27.3375,10,4,1
1356,2000,700,600,20.04,27.54625,10,4,1
1357,1999,1000,900,15.8825,28.07166667,10,4,1
1358,2001,400,900,35.7875,27.06666667,10,15,1
1359,1999,2000,1000,15.8825,28.07166667,10,1,0
1360,1998,1000,1000,37.6275,26.63166667,10,1,0
1361,2000,1000,1000,20.04,27.54625,10,1,0
1362,2005,1000,1000,37.25833333,26.29958333,10,1,0
1363,2006,1000,1000,27.7025,27.3375,10,1,0
1364,2007,1000,1000,37.01083333,27.05791667,10,1,0
1365,2009,1000,1000,29.43666667,27.17791667,10,1,0
1366,2010,1000,1000,45.66666667,26.88875,10,1,0
1367,2012,1000,1000,33.7625,26.06375,10,1,0
1368,1998,2300,1600,37.6275,26.63166667,10,4,1
1369,2002,2000,2000,19.445,28.05,10,1,0
1370,2004,2000,2000,28.6625,27.53291667,10,1,0
1371,2002,1000,2000,19.445,28.05,10,9,0
1372,2007,2000,2000,37.01083333,27.05791667,10,15,1
1373,2012,1000,2000,33.7625,26.06375,10,15,1
1374,2004,4200,2300,28.6625,27.53291667,10,6,2
1375,2009,3000,2500,29.43666667,27.17791667,10,6,2
1376,2012,2800,2800,33.7625,26.06375,10,6,2
1377,2010,3100,2900,45.66666667,26.88875,10,6,2
1378,2003,3000,3000,42.08166667,26.37916667,10,1,0
1379,2006,3000,3000,27.7025,27.3375,10,15,1
1380,2008,2000,3000,50.12666667,26.17208333,10,15,1
1381,2009,2000,3000,29.43666667,27.17791667,10,15,1
1382,2010,2000,3000,45.66666667,26.88875,10,15,1
1383,2007,1000,3000,37.01083333,27.05791667,10,2,1
1384,2008,1000,3000,50.12666667,26.17208333,10,2,1
1385,2009,1000,3000,29.43666667,27.17791667,10,2,1
1386,2010,1000,3000,45.66666667,26.88875,10,2,1
1387,2012,1000,3000,33.7625,26.06375,10,2,1
1388,2003,6300,3100,42.08166667,26.37916667,10,6,2
1389,2005,4300,3200,37.25833333,26.29958333,10,6,2
1390,2002,5500,3600,19.445,28.05,10,6,2
1391,2006,4500,3800,27.7025,27.3375,10,6,2
1392,1999,4000,4000,15.8825,28.07166667,10,15,1
1393,2005,4000,4000,37.25833333,26.29958333,10,15,1
1394,2008,5200,4400,50.12666667,26.17208333,10,6,2
1395,2007,5400,4600,37.01083333,27.05791667,10,6,2
1396,2002,7000,5000,19.445,28.05,10,15,1
1397,2004,5000,5000,28.6625,27.53291667,10,15,1
1398,2001,2000,5000,35.7875,27.06666667,10,2,1
1399,2005,2000,5000,37.25833333,26.29958333,10,2,1
1400,1998,6000,6000,37.6275,26.63166667,10,15,1
1401,2003,5000,6000,42.08166667,26.37916667,10,15,1
1402,2002,2000,6000,19.445,28.05,10,2,1
1403,2004,2000,6000,28.6625,27.53291667,10,2,1
1404,2006,2000,6000,27.7025,27.3375,10,2,1
1405,2003,2000,7000,42.08166667,26.37916667,10,2,1
1406,1998,3000,8000,37.6275,26.63166667,10,2,1
1407,1999,3000,10000,15.8825,28.07166667,10,2,1
1408,2000,3000,10000,20.04,27.54625,10,2,1
1409,2002,1000,50000,19.445,28.05,10,18,2
1410,1998,1000,60000,37.6275,26.63166667,10,18,2
1411,1999,1000,60000,15.8825,28.07166667,10,18,2
1412,2000,1000,60000,20.04,27.54625,10,18,2
1413,1998,83000,70000,37.6275,26.63166667,10,3,0
1414,2001,1000,70000,35.7875,27.06666667,10,18,2
1415,1999,72000,159000,15.8825,28.07166667,10,3,0
1416,2002,70000,168000,19.445,28.05,10,3,0
1417,2001,92000,182000,35.7875,27.06666667,10,3,0
1418,2000,79000,193000,20.04,27.54625,10,3,0
1419,1998,84000,215000,37.6275,26.63166667,10,16,0
1420,2001,68000,242000,35.7875,27.06666667,10,16,0
1421,2003,73000,246000,42.08166667,26.37916667,10,3,0
1422,2007,61000,252000,37.01083333,27.05791667,10,16,0
1423,2006,62000,259000,27.7025,27.3375,10,16,0
1424,2002,88000,267000,19.445,28.05,10,16,0
1425,1999,91000,291000,15.8825,28.07166667,10,16,0
1426,2005,70000,291000,37.25833333,26.29958333,10,16,0
1427,2008,71000,296000,50.12666667,26.17208333,10,16,0
1428,2003,78000,299000,42.08166667,26.37916667,10,16,0
1429,2000,84000,306000,20.04,27.54625,10,16,0
1430,2004,75000,307000,28.6625,27.53291667,10,16,0
1431,2010,78000,316000,45.66666667,26.88875,10,16,0
1432,2012,90000,317000,33.7625,26.06375,10,3,0
1433,2012,78000,321000,33.7625,26.06375,10,16,0
1434,2009,77000,324000,29.43666667,27.17791667,10,16,0
1435,2009,89000,328000,29.43666667,27.17791667,10,3,0
1436,2004,82000,350000,28.6625,27.53291667,10,3,0
1437,2010,88000,351000,45.66666667,26.88875,10,3,0
1438,2005,91000,365000,37.25833333,26.29958333,10,3,0
1439,2008,90000,366000,50.12666667,26.17208333,10,3,0
1440,2006,93000,405000,27.7025,27.3375,10,3,0
1441,2007,100000,438000,37.01083333,27.05791667,10,3,0
1442,2005,163000,612000,37.25833333,26.29958333,10,21,1
1443,2001,165000,667000,35.7875,27.06666667,10,21,1
1444,1998,159000,687000,37.6275,26.63166667,10,21,1
1445,2003,166000,691000,42.08166667,26.37916667,10,21,1
1446,2002,163000,691000,19.445,28.05,10,21,1
1447,2004,167000,707000,28.6625,27.53291667,10,21,1
1448,2006,165000,718000,27.7025,27.3375,10,21,1
1449,1999,157000,719000,15.8825,28.07166667,10,21,1
1450,2007,169000,727000,37.01083333,27.05791667,10,21,1
1451,2009,170000,730000,29.43666667,27.17791667,10,21,1
1452,2000,163000,748000,20.04,27.54625,10,21,1
1453,2012,171000,759000,33.7625,26.06375,10,21,1
1454,2008,171000,791000,50.12666667,26.17208333,10,21,1
1455,2010,170000,830000,45.66666667,26.88875,10,21,1
1456,2000,100,10,28.25416667,27.125,11,17,0
1457,2001,100,100,35.83916667,26.82083333,11,17,0
1458,2004,200,100,34.83166667,27.175,11,4,1
1459,2005,200,100,43.11083333,25.93125,11,4,1
1460,2006,200,100,45.6375,26.59416667,11,4,1
1461,2001,100,100,35.83916667,26.82083333,11,15,1
1462,2007,100,100,38.51916667,26.66958333,11,4,1
1463,2008,100,100,65.0225,25.5625,11,4,1
1464,2003,200,100,41.63833333,26.22,11,6,2
1465,2004,100,100,34.83166667,27.175,11,6,2
1466,2009,100,100,33.07583333,26.79041667,11,6,2
1467,2001,2800,200,35.83916667,26.82083333,11,11,0
1468,2001,300,200,35.83916667,26.82083333,11,0,0
1469,2012,200,200,35.53166667,25.87291667,11,0,0
1470,1998,200,200,27.81583333,26.79958333,11,4,1
1471,2009,400,300,33.07583333,26.79041667,11,0,0
1472,2012,300,300,35.53166667,25.87291667,11,11,0
1473,1999,200,300,22.84666667,27.70583333,11,4,1
1474,2003,200,300,41.63833333,26.22,11,4,1
1475,1998,600,400,27.81583333,26.79958333,11,0,0
1476,1999,600,400,22.84666667,27.70583333,11,0,0
1477,2009,500,400,33.07583333,26.79041667,11,11,0
1478,2008,400,400,65.0225,25.5625,11,0,0
1479,2002,500,400,25.7975,27.69791667,11,4,1
1480,2007,800,500,38.51916667,26.66958333,11,11,0
1481,2007,600,500,38.51916667,26.66958333,11,0,0
1482,2000,400,500,28.25416667,27.125,11,4,1
1483,2003,1000,600,41.63833333,26.22,11,0,0
1484,2002,900,600,25.7975,27.69791667,11,0,0
1485,2004,900,600,34.83166667,27.175,11,0,0
1486,2005,800,600,43.11083333,25.93125,11,0,0
1487,2008,700,600,65.0225,25.5625,11,11,0
1488,2010,700,600,47.2375,26.66083333,11,11,0
1489,2010,500,600,47.2375,26.66083333,11,0,0
1490,2001,500,600,35.83916667,26.82083333,11,4,1
1491,2000,800,700,28.25416667,27.125,11,0,0
1492,2006,800,700,45.6375,26.59416667,11,0,0
1493,2002,1600,900,25.7975,27.69791667,11,11,0
1494,2000,2000,1000,28.25416667,27.125,11,1,0
1495,2005,1000,1000,43.11083333,25.93125,11,11,0
1496,1998,1000,1000,27.81583333,26.79958333,11,15,1
1497,1999,1000,1000,22.84666667,27.70583333,11,15,1
1498,2002,1000,1000,25.7975,27.69791667,11,15,1
1499,2003,1000,1000,41.63833333,26.22,11,15,1
1500,2004,1000,1000,34.83166667,27.175,11,15,1
