,year,area,production,AvgRain,AvgTemp,district_encoded,crop_encoded,season_encoded
497,2007,85000,429000,48.4525,26.35916667,3,21,1
498,2000,86000,434000,53.16583333,26.38208333,3,21,1
499,2012,84000,435000,45.86166667,25.75541667,3,21,1
500,1999,86000,443000,33.88083333,27.225,3,21,1
501,1998,200,100,23.385,27.16416667,4,0,0
502,2002,200,100,22.02416667,27.93333333,4,12,0
503,2000,100,100,22.84083333,27.435,4,0,0
504,2002,100,100,22.02416667,27.93333333,4,5,0
505,2003,100,100,37.48166667,26.46666667,4,5,0
506,2004,100,100,31.17583333,27.50583333,4,12,0
507,2004,100,100,31.17583333,27.50583333,4,5,0
508,2005,100,100,40.05083333,26.1,4,5,0
509,2006,100,100,43.10666667,26.76416667,4,7,0
510,2007,100,100,36.405,26.8725,4,7,0
511,2008,100,100,56.525,25.96291667,4,7,0
512,2008,100,100,56.525,25.96291667,4,0,0
513,2009,100,100,29.8275,27.00041667,4,7,0
514,2000,100,100,22.84083333,27.435,4,13,1
515,2006,100,100,43.10666667,26.76416667,4,14,1
516,2008,100,100,56.525,25.96291667,4,14,1
517,2003,400,200,37.48166667,26.46666667,4,12,0
518,1999,200,200,19.7675,27.97625,4,0,0
519,2001,200,200,32.3675,27.11625,4,0,0
520,2002,200,200,22.02416667,27.93333333,4,0,0
521,2004,200,200,31.17583333,27.50583333,4,0,0
522,2005,200,200,40.05083333,26.1,4,0,0
523,2006,200,200,43.10666667,26.76416667,4,0,0
524,2007,200,200,36.405,26.8725,4,0,0
525,2009,200,200,29.8275,27.00041667,4,0,0
526,2012,600,300,33.44083333,26.00541667,4,17,0
527,2003,300,300,37.48166667,26.46666667,4,0,0
528,2008,1700,500,56.525,25.96291667,4,17,0
529,2007,1500,500,36.405,26.8725,4,17,0
530,2009,1200,500,29.8275,27.00041667,4,17,0
531,2010,800,500,41.98083333,26.90458333,4,17,0
532,2006,1500,600,43.10666667,26.76416667,4,17,0
533,2009,100,600,29.8275,27.00041667,4,18,2
534,2002,2600,700,22.02416667,27.93333333,4,17,0
535,2004,1700,700,31.17583333,27.50583333,4,17,0
536,2005,1700,700,40.05083333,26.1,4,17,0
537,1998,1800,800,23.385,27.16416667,4,17,0
538,2003,1800,800,37.48166667,26.46666667,4,17,0
539,2012,900,900,33.44083333,26.00541667,4,11,0
540,2010,1400,1000,41.98083333,26.90458333,4,11,0
541,1999,1000,1000,19.7675,27.97625,4,5,0
542,2010,1000,1000,41.98083333,26.90458333,4,1,0
543,2012,1000,1000,33.44083333,26.00541667,4,1,0
544,1999,1000,1000,19.7675,27.97625,4,4,1
545,2012,1000,1000,33.44083333,26.00541667,4,15,1
546,2001,2900,1200,32.3675,27.11625,4,17,0
547,1999,2400,1200,19.7675,27.97625,4,17,0
548,2004,1300,1200,31.17583333,27.50583333,4,4,1
549,2006,1300,1300,43.10666667,26.76416667,4,4,1
550,2007,1200,1300,36.405,26.8725,4,4,1
551,2005,1900,1400,40.05083333,26.1,4,11,0
552,2009,1600,1400,29.8275,27.00041667,4,11,0
553,2005,1300,1400,40.05083333,26.1,4,4,1
554,2001,1100,1400,32.3675,27.11625,4,15,1
555,2001,2000,1500,32.3675,27.11625,4,4,1
556,2008,1300,1500,56.525,25.96291667,4,4,1
557,2009,1300,1500,29.8275,27.00041667,4,4,1
558,2010,1100,1500,41.98083333,26.90458333,4,4,1
559,2007,2300,1600,36.405,26.8725,4,11,0
560,2006,2000,1600,43.10666667,26.76416667,4,11,0
561,2008,1800,1600,56.525,25.96291667,4,11,0
562,2003,1600,1600,37.48166667,26.46666667,4,4,1
563,2000,2700,1700,22.84083333,27.435,4,17,0
564,2002,1700,1700,22.02416667,27.93333333,4,4,1
565,2002,2600,1800,22.02416667,27.93333333,4,11,0
566,2004,2600,2000,31.17583333,27.50583333,4,11,0
567,1998,2800,2200,23.385,27.16416667,4,4,1
568,2000,1900,2200,22.84083333,27.435,4,4,1
569,2001,4400,2300,32.3675,27.11625,4,11,0
570,2003,2700,2700,37.48166667,26.46666667,4,11,0
571,2000,5600,4400,22.84083333,27.435,4,11,0
572,2006,6000,4400,43.10666667,26.76416667,4,6,2
573,2007,4000,5000,36.405,26.8725,4,15,1
574,2003,7400,5600,37.48166667,26.46666667,4,6,2
575,2005,7900,5700,40.05083333,26.1,4,6,2
576,1999,9900,5800,19.7675,27.97625,4,11,0
577,2002,8100,6000,22.02416667,27.93333333,4,6,2
578,1998,10600,6500,23.385,27.16416667,4,11,2
579,2004,8500,6700,31.17583333,27.50583333,4,6,2
580,2008,4000,7000,56.525,25.96291667,4,15,1
581,2005,1000,7000,40.05083333,26.1,4,18,2
582,2007,9500,8000,36.405,26.8725,4,6,2
583,2010,8700,8000,41.98083333,26.90458333,4,6,2
584,2009,12500,8800,29.8275,27.00041667,4,6,2
585,2006,8000,9000,43.10666667,26.76416667,4,15,1
586,2009,5000,9000,29.8275,27.00041667,4,15,1
587,2010,5000,9000,41.98083333,26.90458333,4,15,1
588,2001,3000,9000,32.3675,27.11625,4,2,1
589,2008,12500,9500,56.525,25.96291667,4,6,2
590,2010,3000,11000,41.98083333,26.90458333,4,2,1
591,2002,4000,12000,22.02416667,27.93333333,4,2,1
592,2005,13000,13000,40.05083333,26.1,4,15,1
593,1998,4000,13000,23.385,27.16416667,4,2,1
594,2003,4000,13000,37.48166667,26.46666667,4,2,1
595,2004,4000,13000,31.17583333,27.50583333,4,2,1
596,2009,4000,13000,29.8275,27.00041667,4,2,1
597,2002,16000,14000,22.02416667,27.93333333,4,15,1
598,1999,4000,14000,19.7675,27.97625,4,2,1
599,2007,4000,14000,36.405,26.8725,4,2,1
600,2004,2000,14000,31.17583333,27.50583333,4,18,2
601,1999,12000,15000,19.7675,27.97625,4,15,1
602,2005,4000,15000,40.05083333,26.1,4,2,1
603,1998,18000,16000,23.385,27.16416667,4,15,1
604,2004,15000,16000,31.17583333,27.50583333,4,15,1
605,2003,12000,17000,37.48166667,26.46666667,4,15,1
606,2000,5000,17000,22.84083333,27.435,4,2,1
607,2006,5000,17000,43.10666667,26.76416667,4,2,1
608,2008,5000,18000,56.525,25.96291667,4,2,1
609,2012,2000,162000,33.44083333,26.00541667,4,18,2
610,1998,138000,189000,23.385,27.16416667,4,3,0
611,1999,119000,257000,19.7675,27.97625,4,3,0
612,2003,6000,280000,37.48166667,26.46666667,4,18,2
613,2002,121000,293000,22.02416667,27.93333333,4,3,0
614,2012,113000,294000,33.44083333,26.00541667,4,3,0
615,2001,143000,325000,32.3675,27.11625,4,3,0
616,2000,114000,341000,22.84083333,27.435,4,3,0
617,2010,116000,382000,41.98083333,26.90458333,4,3,0
618,2009,126000,417000,29.8275,27.00041667,4,3,0
619,2003,117000,440000,37.48166667,26.46666667,4,3,0
620,2002,9000,460000,22.02416667,27.93333333,4,18,2
621,1998,7000,460000,23.385,27.16416667,4,18,2
622,2007,139000,472000,36.405,26.8725,4,3,0
623,2008,120000,484000,56.525,25.96291667,4,3,0
624,2001,9000,520000,32.3675,27.11625,4,18,2
625,2000,8000,530000,22.84083333,27.435,4,18,2
626,2004,133000,548000,31.17583333,27.50583333,4,3,0
627,1999,8000,570000,19.7675,27.97625,4,18,2
628,2005,140000,614000,40.05083333,26.1,4,3,0
629,2006,151000,648000,43.10666667,26.76416667,4,3,0
630,2002,234000,824000,22.02416667,27.93333333,4,16,0
631,2001,230000,864000,32.3675,27.11625,4,16,0
632,2000,248000,898000,22.84083333,27.435,4,16,0
633,2003,244000,903000,37.48166667,26.46666667,4,16,0
634,2012,185000,911000,33.44083333,26.00541667,4,21,1
635,1998,275000,922000,23.385,27.16416667,4,16,0
636,2004,238000,941000,31.17583333,27.50583333,4,16,0
637,2006,235000,948000,43.10666667,26.76416667,4,16,0
638,2010,258000,954000,41.98083333,26.90458333,4,16,0
639,2005,236000,956000,40.05083333,26.1,4,16,0
640,2009,262000,964000,29.8275,27.00041667,4,16,0
641,1999,280000,982000,19.7675,27.97625,4,16,0
642,2007,243000,1010000,36.405,26.8725,4,16,0
643,2008,260000,1051000,56.525,25.96291667,4,16,0
644,2012,267000,1057000,33.44083333,26.00541667,4,16,0
645,2002,369000,1470000,22.02416667,27.93333333,4,21,1
646,2005,386000,1569000,40.05083333,26.1,4,21,1
647,2003,383000,1586000,37.48166667,26.46666667,4,21,1
648,2006,389000,1587000,43.10666667,26.76416667,4,21,1
649,2004,386000,1599000,31.17583333,27.50583333,4,21,1
650,2009,395000,1636000,29.8275,27.00041667,4,21,1
651,2001,383000,1661000,32.3675,27.11625,4,21,1
652,2000,378000,1705000,22.84083333,27.435,4,21,1
653,1999,374000,1738000,19.7675,27.97625,4,21,1
654,2007,395000,1785000,36.405,26.8725,4,21,1
655,1998,413000,1823000,23.385,27.16416667,4,21,1
656,2008,395000,1849000,56.525,25.96291667,4,21,1
657,2010,397000,1850000,41.98083333,26.90458333,4,21,1
658,2010,200,93,79.73166667,24.80083333,5,10,1
659,2004,100,100,50.8525,25.30625,5,0,0
660,2005,100,100,55.97833333,24.12208333,5,0,0
661,2004,400,100,50.8525,25.30625,5,4,1
662,2006,300,100,83.44,24.49625,5,10,1
663,2005,200,100,55.97833333,24.12208333,5,4,1
664,2007,200,100,71.8,24.26666667,5,10,1
665,2008,200,100,93.58416667,23.8325,5,10,1
666,1998,100,100,24.57916667,25.52208333,5,4,1
667,1998,100,100,24.57916667,25.52208333,5,8,1
668,1999,100,100,30.54916667,25.92708333,5,4,1
669,1999,100,100,30.54916667,25.92708333,5,8,1
670,2000,100,100,43.4175,25.2575,5,8,1
671,2001,100,100,53.46,24.95208333,5,8,1
672,2006,100,100,83.44,24.49625,5,14,1
673,2007,100,100,71.8,24.26666667,5,4,1
674,2008,100,100,93.58416667,23.8325,5,4,1
675,2009,100,100,43.18583333,25.03,5,4,1
676,2009,100,100,43.18583333,25.03,5,14,1
677,2010,100,100,79.73166667,24.80083333,5,4,1
678,2012,100,100,53.06583333,24.24916667,5,10,1
679,2007,900,200,71.8,24.26666667,5,17,0
680,2012,900,200,53.06583333,24.24916667,5,17,0
681,2008,800,200,93.58416667,23.8325,5,17,0
682,2004,600,200,50.8525,25.30625,5,10,1
683,2005,400,200,55.97833333,24.12208333,5,10,1
684,2009,300,200,43.18583333,25.03,5,10,1
685,2006,200,200,83.44,24.49625,5,4,1
686,2010,200,200,79.73166667,24.80083333,5,14,1
687,2005,1400,300,55.97833333,24.12208333,5,17,0
688,2006,1100,300,83.44,24.49625,5,17,0
689,2009,900,300,43.18583333,25.03,5,17,0
690,2010,800,300,79.73166667,24.80083333,5,17,0
691,1998,500,300,24.57916667,25.52208333,5,10,1
692,1999,500,300,30.54916667,25.92708333,5,14,1
693,1998,400,300,24.57916667,25.52208333,5,14,1
694,2001,400,300,53.46,24.95208333,5,4,1
695,2003,400,300,74.43583333,24.22375,5,4,1
696,2000,300,300,43.4175,25.2575,5,4,1
697,2001,300,300,53.46,24.95208333,5,15,1
698,2004,1600,400,50.8525,25.30625,5,17,0
699,1999,500,400,30.54916667,25.92708333,5,10,1
700,2000,500,400,43.4175,25.2575,5,13,1
701,2003,1800,500,74.43583333,24.22375,5,17,0
702,2003,600,500,74.43583333,24.22375,5,10,1
703,2002,400,500,42.1575,25.71625,5,4,1
704,2002,1800,600,42.1575,25.71625,5,17,0
705,2000,2900,700,43.4175,25.2575,5,17,0
706,2012,1600,700,53.06583333,24.24916667,5,20,0
707,2001,900,700,53.46,24.95208333,5,10,1
708,2002,800,700,42.1575,25.71625,5,10,1
709,2001,2600,800,53.46,24.95208333,5,17,0
710,1999,2400,800,30.54916667,25.92708333,5,17,0
711,2008,1800,800,93.58416667,23.8325,5,20,0
712,2009,1800,800,43.18583333,25.03,5,20,0
713,2000,1000,800,43.4175,25.2575,5,10,1
714,1998,2500,900,24.57916667,25.52208333,5,17,0
715,2007,2000,900,71.8,24.26666667,5,20,0
716,2005,1800,900,55.97833333,24.12208333,5,20,0
717,2010,1800,900,79.73166667,24.80083333,5,20,0
718,2003,2400,1000,74.43583333,24.22375,5,20,0
719,2006,2200,1000,83.44,24.49625,5,20,0
720,1999,1900,1000,30.54916667,25.92708333,5,20,0
721,2005,1000,1000,55.97833333,24.12208333,5,1,0
722,2002,2000,1100,42.1575,25.71625,5,20,0
723,2004,2200,1200,50.8525,25.30625,5,20,0
724,1998,2700,1300,24.57916667,25.52208333,5,20,0
725,2012,2000,2000,53.06583333,24.24916667,5,15,1
726,2002,3000,3000,42.1575,25.71625,5,15,1
727,2003,3000,3000,74.43583333,24.22375,5,15,1
728,2005,3000,3000,55.97833333,24.12208333,5,15,1
729,2008,3000,3000,93.58416667,23.8325,5,15,1
730,2009,3000,3000,43.18583333,25.03,5,15,1
731,2010,3000,3000,79.73166667,24.80083333,5,15,1
732,1998,4000,4000,24.57916667,25.52208333,5,15,1
733,1999,4000,4000,30.54916667,25.92708333,5,15,1
734,2006,4000,4000,83.44,24.49625,5,15,1
735,2007,3000,4000,71.8,24.26666667,5,15,1
736,2004,4000,5000,50.8525,25.30625,5,15,1
737,2009,1900,12400,43.18583333,25.03,5,18,2
738,2002,12000,18000,42.1575,25.71625,5,9,0
739,2009,11000,25000,43.18583333,25.03,5,9,0
740,1999,13000,27000,30.54916667,25.92708333,5,9,0
741,2000,13000,28000,43.4175,25.2575,5,9,0
742,2007,13000,28000,71.8,24.26666667,5,9,0
743,2001,14000,29000,53.46,24.95208333,5,9,0
744,2006,13000,29000,83.44,24.49625,5,9,0
745,2012,11000,29000,53.06583333,24.24916667,5,9,0
746,2005,13000,30000,55.97833333,24.12208333,5,9,0
747,2008,13000,30000,93.58416667,23.8325,5,9,0
748,2010,11000,30000,79.73166667,24.80083333,5,9,0
749,1998,14000,31000,24.57916667,25.52208333,5,9,0
750,2003,13000,31000,74.43583333,24.22375,5,9,0
751,2004,15000,35000,50.8525,25.30625,5,9,0
752,2004,20000,131000,50.8525,25.30625,5,18,2
753,2005,21000,132000,55.97833333,24.12208333,5,18,2
754,1998,187000,465000,24.57916667,25.52208333,5,16,0
755,2002,189000,547000,42.1575,25.71625,5,16,0
756,1999,198000,561000,30.54916667,25.92708333,5,16,0
757,2000,191000,569000,43.4175,25.2575,5,16,0
758,2001,194000,571000,53.46,24.95208333,5,16,0
759,2003,193000,587000,74.43583333,24.22375,5,16,0
760,2005,190000,590000,55.97833333,24.12208333,5,16,0
761,2012,201000,617000,53.06583333,24.24916667,5,16,0
762,2007,191000,617000,71.8,24.26666667,5,16,0
763,2006,201000,636000,83.44,24.49625,5,16,0
764,2009,204000,640000,43.18583333,25.03,5,16,0
765,2004,202000,641000,50.8525,25.30625,5,16,0
766,2008,201000,663000,93.58416667,23.8325,5,16,0
767,2010,204000,705000,79.73166667,24.80083333,5,16,0
768,2002,206000,784000,42.1575,25.71625,5,21,1
769,2004,227000,810000,50.8525,25.30625,5,21,1
770,2012,184000,825000,53.06583333,24.24916667,5,21,1
771,1998,15000,840000,24.57916667,25.52208333,5,18,2
772,1998,214000,862000,24.57916667,25.52208333,5,21,1
773,2005,227000,904000,55.97833333,24.12208333,5,21,1
774,2006,229000,910000,83.44,24.49625,5,21,1
775,2010,226000,919000,79.73166667,24.80083333,5,21,1
776,2000,217000,924000,43.4175,25.2575,5,21,1
777,2008,231000,927000,93.58416667,23.8325,5,21,1
778,1999,213000,929000,30.54916667,25.92708333,5,21,1
779,2009,230000,940000,43.18583333,25.03,5,21,1
780,2003,219000,952000,74.43583333,24.22375,5,21,1
781,2007,231000,976000,71.8,24.26666667,5,21,1
782,2001,217000,1011000,53.46,24.95208333,5,21,1
783,1999,16000,1100000,30.54916667,25.92708333,5,18,2
784,2000,18000,1220000,43.4175,25.2575,5,18,2
785,2003,22000,1320000,74.43583333,24.22375,5,18,2
786,2001,23000,1570000,53.46,24.95208333,5,18,2
787,2002,25000,1700000,42.1575,25.71625,5,18,2
788,2012,25000,1818000,53.06583333,24.24916667,5,18,2
789,2006,800,100,79.065,25.21916667,6,17,0
790,2007,700,100,62.96083333,25.07583333,6,17,0
791,2010,600,100,74.025,25.52458333,6,17,0
792,2008,500,100,101.3833333,24.3025,6,17,0
793,2009,500,100,45.20583333,25.605,6,17,0
794,2004,400,100,50.45833333,25.90375,6,20,0
795,2005,300,100,58.44416667,24.74875,6,20,0
796,2006,300,100,79.065,25.21916667,6,20,0
797,1999,200,100,35.5325,26.37541667,6,0,0
798,2012,200,100,50.80416667,24.88833333,6,20,0
799,1998,100,100,30.60083333,25.81583333,6,0,0
800,2000,100,100,45.085,25.79708333,6,0,0
801,2001,100,100,52.39333333,25.55375,6,0,0
802,2001,100,100,52.39333333,25.55375,6,11,0
803,2002,100,100,42.815,26.33125,6,0,0
804,2002,100,100,42.815,26.33125,6,11,0
805,2003,100,100,63.92416667,25.03416667,6,0,0
806,2004,100,100,50.45833333,25.90375,6,0,0
807,2006,100,100,79.065,25.21916667,6,0,0
808,2007,100,100,62.96083333,25.07583333,6,0,0
809,2008,100,100,101.3833333,24.3025,6,0,0
810,2009,100,100,45.20583333,25.605,6,0,0
811,2012,100,100,50.80416667,24.88833333,6,0,0
812,2006,400,100,79.065,25.21916667,6,10,1
813,2007,300,100,62.96083333,25.07583333,6,10,1
814,2008,300,100,101.3833333,24.3025,6,10,1
815,2009,300,100,45.20583333,25.605,6,10,1
816,2012,200,100,50.80416667,24.88833333,6,10,1
817,2000,100,100,45.085,25.79708333,6,8,1
818,2007,100,100,62.96083333,25.07583333,6,4,1
819,2010,100,100,74.025,25.52458333,6,4,1
820,2010,300,185,74.025,25.52458333,6,10,1
821,1999,800,200,35.5325,26.37541667,6,17,0
822,2002,800,200,42.815,26.33125,6,17,0
823,2001,700,200,52.39333333,25.55375,6,17,0
824,2003,700,200,63.92416667,25.03416667,6,17,0
825,2005,700,200,58.44416667,24.74875,6,17,0
826,2002,600,200,42.815,26.33125,6,20,0
827,2012,600,200,50.80416667,24.88833333,6,17,0
828,1998,500,200,30.60083333,25.81583333,6,17,0
829,2007,500,200,62.96083333,25.07583333,6,20,0
830,1998,400,200,30.60083333,25.81583333,6,20,0
831,1999,400,200,35.5325,26.37541667,6,20,0
832,2008,400,200,101.3833333,24.3025,6,20,0
833,2009,400,200,45.20583333,25.605,6,20,0
834,2010,400,200,74.025,25.52458333,6,20,0
835,2003,200,200,63.92416667,25.03416667,6,11,0
836,2002,600,200,42.815,26.33125,6,10,1
837,1998,500,200,30.60083333,25.81583333,6,4,1
838,2000,400,200,45.085,25.79708333,6,4,1
839,2003,400,200,63.92416667,25.03416667,6,4,1
840,2005,400,200,58.44416667,24.74875,6,10,1
841,2001,300,200,52.39333333,25.55375,6,4,1
842,2005,300,200,58.44416667,24.74875,6,4,1
843,2006,300,200,79.065,25.21916667,6,4,1
844,2008,200,200,101.3833333,24.3025,6,4,1
845,2008,200,200,101.3833333,24.3025,6,14,1
846,2010,200,200,74.025,25.52458333,6,14,1
847,2012,200,200,50.80416667,24.88833333,6,14,1
848,2000,800,300,45.085,25.79708333,6,17,0
849,2004,700,300,50.45833333,25.90375,6,17,0
850,2001,300,300,52.39333333,25.55375,6,5,0
851,2001,700,300,52.39333333,25.55375,6,10,1
852,2003,700,300,63.92416667,25.03416667,6,10,1
853,2004,700,300,50.45833333,25.90375,6,10,1
854,1999,500,300,35.5325,26.37541667,6,4,1
855,2004,400,300,50.45833333,25.90375,6,4,1
856,2009,400,300,45.20583333,25.605,6,4,1
857,2001,300,300,52.39333333,25.55375,6,15,1
858,2006,300,300,79.065,25.21916667,6,14,1
859,2009,300,300,45.20583333,25.605,6,14,1
860,2003,1000,400,63.92416667,25.03416667,6,20,0
861,2000,900,400,45.085,25.79708333,6,10,1
862,2002,500,400,42.815,26.33125,6,4,1
863,1999,1100,500,35.5325,26.37541667,6,14,1
864,1998,500,500,30.60083333,25.81583333,6,14,1
865,1998,1200,600,30.60083333,25.81583333,6,10,1
866,1999,1000,600,35.5325,26.37541667,6,10,1
867,2000,1800,1700,45.085,25.79708333,6,13,1
868,1998,3000,2000,30.60083333,25.81583333,6,5,0
869,1998,3000,2000,30.60083333,25.81583333,6,15,1
870,2003,3000,2000,63.92416667,25.03416667,6,15,1
871,2002,3200,2200,42.815,26.33125,6,5,0
872,2008,2300,2200,101.3833333,24.3025,6,5,0
873,2005,2700,2300,58.44416667,24.74875,6,5,0
874,2007,2700,2300,62.96083333,25.07583333,6,5,0
875,2009,2200,2700,45.20583333,25.605,6,5,0
876,2004,3200,2800,50.45833333,25.90375,6,5,0
877,2003,3000,2800,63.92416667,25.03416667,6,5,0
878,2012,1600,2900,50.80416667,24.88833333,6,5,0
879,2006,3500,3000,79.065,25.21916667,6,5,0
880,1999,3000,3000,35.5325,26.37541667,6,5,0
881,2000,3000,3000,45.085,25.79708333,6,5,0
882,1999,3000,3000,35.5325,26.37541667,6,15,1
883,2002,3000,3000,42.815,26.33125,6,15,1
884,2005,3000,3000,58.44416667,24.74875,6,15,1
885,2007,3000,3000,62.96083333,25.07583333,6,15,1
886,2008,3000,3000,101.3833333,24.3025,6,15,1
887,2012,1500,3300,50.80416667,24.88833333,6,19,1
888,2010,2000,3700,74.025,25.52458333,6,5,0
889,2004,4000,4000,50.45833333,25.90375,6,15,1
890,2012,3000,4000,50.80416667,24.88833333,6,15,1
891,2006,4000,5000,79.065,25.21916667,6,15,1
892,2009,5000,6000,45.20583333,25.605,6,15,1
893,2009,1400,7600,45.20583333,25.605,6,18,2
894,2010,6000,8000,74.025,25.52458333,6,15,1
895,2003,7000,12000,63.92416667,25.03416667,6,19,1
896,2004,18000,103000,50.45833333,25.90375,6,18,2
897,2005,21000,110000,58.44416667,24.74875,6,18,2
898,2002,62000,128000,42.815,26.33125,6,9,0
899,1998,63000,141000,30.60083333,25.81583333,6,9,0
900,2006,56000,157000,79.065,25.21916667,6,16,0
901,2002,56000,159000,42.815,26.33125,6,16,0
902,2001,60000,171000,52.39333333,25.55375,6,16,0
903,1998,59000,171000,30.60083333,25.81583333,6,16,0
904,2004,58000,171000,50.45833333,25.90375,6,16,0
905,2005,66000,172000,58.44416667,24.74875,6,9,0
906,1999,66000,177000,35.5325,26.37541667,6,9,0
907,1999,61000,178000,35.5325,26.37541667,6,16,0
908,2003,58000,179000,63.92416667,25.03416667,6,16,0
909,2005,61000,182000,58.44416667,24.74875,6,16,0
910,2000,66000,184000,45.085,25.79708333,6,9,0
911,2007,56000,185000,62.96083333,25.07583333,6,16,0
912,2003,66000,187000,63.92416667,25.03416667,6,9,0
913,2001,65000,189000,52.39333333,25.55375,6,9,0
914,2000,63000,192000,45.085,25.79708333,6,16,0
915,2004,67000,194000,50.45833333,25.90375,6,9,0
916,2008,60000,209000,101.3833333,24.3025,6,16,0
917,2006,68000,225000,79.065,25.21916667,6,9,0
918,2007,70000,230000,62.96083333,25.07583333,6,9,0
919,2009,67000,240000,45.20583333,25.605,6,9,0
920,2010,63000,241000,74.025,25.52458333,6,9,0
921,2008,70000,242000,101.3833333,24.3025,6,9,0
922,2009,70000,248000,45.20583333,25.605,6,16,0
923,2012,61000,248000,50.80416667,24.88833333,6,9,0
924,2012,70000,252000,50.80416667,24.88833333,6,16,0
925,2010,73000,261000,74.025,25.52458333,6,16,0
926,2002,137000,471000,42.815,26.33125,6,21,1
927,1998,140000,488000,30.60083333,25.81583333,6,21,1
928,2000,142000,489000,45.085,25.79708333,6,21,1
929,2004,145000,493000,50.45833333,25.90375,6,21,1
930,2003,146000,499000,63.92416667,25.03416667,6,21,1
931,2001,139000,502000,52.39333333,25.55375,6,21,1
932,2005,145000,514000,58.44416667,24.74875,6,21,1
933,1999,144000,517000,35.5325,26.37541667,6,21,1
934,2006,142000,517000,79.065,25.21916667,6,21,1
935,2008,154000,545000,101.3833333,24.3025,6,21,1
936,2007,145000,552000,62.96083333,25.07583333,6,21,1
937,2009,153000,589000,45.20583333,25.605,6,21,1
938,2012,149000,629000,50.80416667,24.88833333,6,21,1
939,2010,154000,661000,74.025,25.52458333,6,21,1
940,1998,13000,780000,30.60083333,25.81583333,6,18,2
941,1999,15000,900000,35.5325,26.37541667,6,18,2
942,2000,17000,1020000,45.085,25.79708333,6,18,2
943,2003,22000,1170000,63.92416667,25.03416667,6,18,2
944,2001,21000,1290000,52.39333333,25.55375,6,18,2
945,2002,25000,1310000,42.815,26.33125,6,18,2
946,2012,19000,1321000,50.80416667,24.88833333,6,18,2
947,2012,300,100,44.08916667,25.59625,7,17,0
948,2001,200,100,45.6625,26.32708333,7,11,0
949,1999,100,100,32.2,27.14458333,7,11,0
950,2000,100,100,41.01583333,26.54375,7,11,0
951,2002,100,100,37.0775,27.14,7,20,0
952,2002,100,100,37.0775,27.14,7,11,0
953,2003,100,100,53.6325,25.81208333,7,20,0
954,2004,100,100,45.565,26.64166667,7,20,0
955,2005,100,100,53.49083333,25.50916667,7,20,0
956,2005,100,100,53.49083333,25.50916667,7,11,0
957,2006,100,100,63.88833333,26.04791667,7,11,0
958,2006,100,100,63.88833333,26.04791667,7,5,0
959,2007,100,100,50.2,26.05,7,11,0
960,2008,100,100,90.14333333,24.945,7,11,0
961,2009,100,100,42.17916667,26.33958333,7,11,0
962,2010,100,100,62.85666667,26.25416667,7,11,0
963,1998,100,100,32.34416667,26.38291667,7,10,1
964,1998,100,100,32.34416667,26.38291667,7,8,1
965,1999,100,100,32.2,27.14458333,7,8,1
966,2000,100,100,41.01583333,26.54375,7,4,1
967,2000,100,100,41.01583333,26.54375,7,10,1
968,2000,100,100,41.01583333,26.54375,7,13,1
969,2001,100,100,45.6625,26.32708333,7,4,1
970,2001,100,100,45.6625,26.32708333,7,8,1
971,2002,100,100,37.0775,27.14,7,4,1
972,2002,100,100,37.0775,27.14,7,10,1
973,2003,100,100,53.6325,25.81208333,7,10,1
974,2006,100,100,63.88833333,26.04791667,7,14,1
975,2006,100,100,63.88833333,26.04791667,7,8,1
976,2008,100,100,90.14333333,24.945,7,14,1
977,2009,100,100,42.17916667,26.33958333,7,14,1
978,2010,100,100,62.85666667,26.25416667,7,14,1
979,2012,100,100,44.08916667,25.59625,7,14,1
980,2002,600,200,37.0775,27.14,7,17,0
981,2009,500,200,42.17916667,26.33958333,7,17,0
982,2010,400,200,62.85666667,26.25416667,7,17,0
983,2003,300,200,53.6325,25.81208333,7,11,0
984,2004,200,200,45.565,26.64166667,7,11,0
985,1998,200,200,32.34416667,26.38291667,7,14,1
986,2000,200,200,41.01583333,26.54375,7,8,1
987,1998,300,200,32.34416667,26.38291667,7,11,2
988,2005,800,300,53.49083333,25.50916667,7,17,0
989,2003,700,300,53.6325,25.81208333,7,17,0
990,2004,700,300,45.565,26.64166667,7,17,0
991,2006,600,300,63.88833333,26.04791667,7,17,0
992,2007,600,300,50.2,26.05,7,17,0
993,2008,600,300,90.14333333,24.945,7,17,0
994,1998,400,300,32.34416667,26.38291667,7,0,0
995,2001,200,300,45.6625,26.32708333,7,15,1
996,1998,1300,400,32.34416667,26.38291667,7,17,0
997,1999,600,400,32.2,27.14458333,7,0,0
998,2000,700,500,41.01583333,26.54375,7,0,0
999,2001,1700,600,45.6625,26.32708333,7,17,0
1000,2000,1400,600,41.01583333,26.54375,7,17,0
1001,2010,600,600,62.85666667,26.25416667,7,0,0
1002,2012,600,600,44.08916667,25.59625,7,0,0
1003,1999,1300,700,32.2,27.14458333,7,17,0
1004,2009,700,700,42.17916667,26.33958333,7,0,0
1005,2007,900,900,50.2,26.05,7,0,0
1006,2002,800,900,37.0775,27.14,7,0,0
1007,2008,1000,1000,90.14333333,24.945,7,0,0
1008,2003,1000,1000,53.6325,25.81208333,7,15,1
1009,2006,1000,1000,63.88833333,26.04791667,7,15,1
1010,2007,1000,1000,50.2,26.05,7,15,1
1011,2008,1000,1000,90.14333333,24.945,7,15,1
