district_encoded,year,crop_encoded,season_encoded,area,AvgRain,AvgTemp
2,2005,5,0,100,40.05083333,26.1
7,2009,0,0,700,42.17916667,26.33958333
4,2003,18,2,6000,37.48166667,26.46666667
15,2008,0,0,200,125.5383333,20.89958333
1,2008,3,0,153000,49.255,26.26333333
5,2005,4,1,200,55.97833333,24.12208333
13,2003,9,0,18000,53.6325,25.81208333
6,1999,15,1,3000,35.5325,26.37541667
7,2002,18,2,17000,37.0775,27.14
2,2009,21,1,117000,29.8275,27.00041667
12,2002,4,1,500,18.275,28.13958333
11,1999,15,1,1000,22.84666667,27.70583333
3,2012,18,2,3000,45.86166667,25.75541667
11,2002,4,1,500,25.7975,27.69791667
9,2012,19,1,1200,38.71666667,25.77541667
13,2004,21,1,76000,45.565,26.64166667
13,2004,18,2,7000,45.565,26.64166667
13,2009,21,1,74000,42.17916667,26.33958333
16,2007,21,1,283000,38.79416667,26.70541667
4,2002,5,0,100,22.02416667,27.93333333
4,2002,17,0,2600,22.02416667,27.93333333
7,2006,0,0,1000,63.88833333,26.04791667
13,2000,10,1,200,41.01583333,26.54375
6,1998,16,0,59000,30.60083333,25.81583333
15,2005,0,0,200,74.0425,21.33458333
12,1999,18,2,2000,16.4825,28.14166667
12,2006,3,0,131000,32.12666667,27.20625
4,2007,4,1,1200,36.405,26.8725
14,2012,14,1,600,40.70416667,25.77708333
6,2004,15,1,4000,50.45833333,25.90375
13,2012,21,1,80000,44.08916667,25.59625
10,2008,5,0,100,50.12666667,26.17208333
15,2005,15,1,2000,74.0425,21.33458333
8,2000,9,0,4000,31.97916667,26.95833333
6,2002,18,2,25000,42.815,26.33125
12,2010,4,1,100,42.1275,27.01166667
1,2010,5,0,100,42.1275,27.01166667
12,2000,9,0,3000,20.26666667,27.59791667
12,2010,3,0,90000,42.1275,27.01166667
2,2009,11,0,500,29.8275,27.00041667
0,2012,15,1,1000,43.16083333,25.68208333
8,1998,15,1,1000,25.0475,26.83791667
16,2006,15,1,2000,35.8025,26.84625
7,1999,18,2,14000,32.2,27.14458333
11,2002,2,1,1000,25.7975,27.69791667
16,2010,14,1,300,52.72333333,26.49541667
3,2001,9,0,1000,49.18416667,26.37166667
6,2004,4,1,400,50.45833333,25.90375
15,1999,21,1,87000,46.96833333,22.78166667
14,2004,21,1,266000,46.67416667,26.60041667
16,1998,5,0,1000,38.12583333,26.315
11,2003,3,0,4000,41.63833333,26.22
14,2002,4,1,200,34.91833333,27.35083333
14,2000,0,0,400,45.66416667,26.55958333
3,2003,15,1,1000,63.49083333,25.7175
12,2009,3,0,96000,28.33083333,27.18125
12,2005,17,0,600,34.2425,26.375
10,2000,17,0,100,20.04,27.54625
10,2004,15,1,5000,28.6625,27.53291667
5,2001,18,2,23000,53.46,24.95208333
6,2005,5,0,2700,58.44416667,24.74875
5,2009,9,0,11000,43.18583333,25.03
6,2010,4,1,100,74.025,25.52458333
9,1999,15,1,3000,26.82583333,27.4475
11,2001,17,0,100,35.83916667,26.82083333
7,2002,0,0,800,37.0775,27.14
14,2000,4,1,200,45.66416667,26.55958333
4,2009,15,1,5000,29.8275,27.00041667
9,2005,21,1,257000,46.84,25.80916667
6,1999,18,2,15000,35.5325,26.37541667
2,1999,15,1,1000,19.7675,27.97625
15,1999,9,0,28000,46.96833333,22.78166667
7,2012,19,1,3500,44.08916667,25.59625
8,1998,21,1,108000,25.0475,26.83791667
15,2004,16,0,51000,74.66666667,22.15833333
3,2012,6,2,11700,45.86166667,25.75541667
9,2003,19,1,1000,49.05833333,25.96708333
8,2009,21,1,111000,35.8925,26.62
16,2002,9,0,2000,26.39916667,27.62625
11,2008,3,0,6000,65.0225,25.5625
4,1999,21,1,374000,19.7675,27.97625
4,2007,15,1,4000,36.405,26.8725
4,2003,21,1,383000,37.48166667,26.46666667
4,2004,2,1,4000,31.17583333,27.50583333
6,2012,15,1,3000,50.80416667,24.88833333
9,2005,9,0,2000,46.84,25.80916667
11,2003,21,1,171000,41.63833333,26.22
10,2006,11,0,600,27.7025,27.3375
9,2006,21,1,257000,47.61583333,26.48833333
9,2007,21,1,258000,41.69833333,26.48791667
3,1998,16,0,83000,47.61583333,26.00708333
13,2003,18,2,10000,53.6325,25.81208333
10,2007,21,1,169000,37.01083333,27.05791667
6,2000,0,0,100,45.085,25.79708333
1,2006,3,0,161000,32.12666667,27.20625
6,2005,21,1,145000,58.44416667,24.74875
5,1998,15,1,4000,24.57916667,25.52208333
5,2007,20,0,2000,71.8,24.26666667
6,2008,20,0,400,101.3833333,24.3025
7,2002,20,0,100,37.0775,27.14
15,2002,16,0,44000,58.14833333,22.6375
8,2000,18,2,5000,31.97916667,26.95833333
12,2002,11,0,1700,18.275,28.13958333
10,2003,5,0,200,42.08166667,26.37916667
7,2005,9,0,12000,53.49083333,25.50916667
16,2003,2,1,5000,47.79916667,26.00041667
3,2000,2,1,1000,53.16583333,26.38208333
4,2009,6,2,12500,29.8275,27.00041667
0,2001,21,1,363000,45.05583333,26.55125
1,2004,12,0,100,27.58,27.69083333
8,2006,15,1,1000,60.74583333,26.1925
5,2003,9,0,13000,74.43583333,24.22375
14,2007,9,0,2000,43.44083333,26.55125
8,2009,18,2,300,35.8925,26.62
6,2009,14,1,300,45.20583333,25.605
7,2002,11,0,100,37.0775,27.14
15,2001,16,0,51000,72.93916667,21.92958333
10,2007,11,0,500,37.01083333,27.05791667
9,2006,0,0,1800,47.61583333,26.48833333
9,2004,11,0,2100,40.8975,26.84208333
4,2005,3,0,140000,40.05083333,26.1
11,2007,16,0,169000,38.51916667,26.66958333
4,2000,2,1,5000,22.84083333,27.435
1,2001,17,0,400,30.40833333,27.29583333
0,2005,9,0,3000,52.91583333,25.56041667
7,2003,9,0,14000,53.6325,25.81208333
12,2004,4,1,300,27.58,27.69083333
15,2005,11,0,200,74.0425,21.33458333
16,1999,2,1,7000,21.91083333,27.63708333
15,2004,5,0,100,74.66666667,22.15833333
4,2010,3,0,116000,41.98083333,26.90458333
16,2009,1,0,1000,35.63916667,26.74916667
15,1998,4,1,700,70.88333333,21.79666667
11,2001,21,1,167000,35.83916667,26.82083333
2,2005,6,2,400,40.05083333,26.1
15,1999,20,0,800,46.96833333,22.78166667
3,2008,16,0,85000,95.92416667,24.92833333
3,2000,21,1,86000,53.16583333,26.38208333
14,1998,15,1,2000,48.2775,25.91208333
16,2008,9,0,1000,64.98416667,25.48416667
10,2000,16,0,84000,20.04,27.54625
15,2000,18,2,10000,69.12916667,21.98083333
0,2012,9,0,1000,43.16083333,25.68208333
6,2008,0,0,100,101.3833333,24.3025
3,2009,1,0,1000,49.95833333,26.36416667
8,1999,15,1,1000,27.48583333,27.48916667
0,2000,4,1,500,33.02083333,26.97333333
6,2003,20,0,1000,63.92416667,25.03416667
1,2012,3,0,151000,32.535,26.11958333
7,2000,10,1,100,41.01583333,26.54375
16,2008,16,0,267000,64.98416667,25.48416667
10,1999,11,0,700,15.8825,28.07166667
6,2007,15,1,3000,62.96083333,25.07583333
4,2008,4,1,1300,56.525,25.96291667
6,2003,16,0,58000,63.92416667,25.03416667
10,2009,15,1,2000,29.43666667,27.17791667
4,2006,7,0,100,43.10666667,26.76416667
1,2007,6,2,4700,34.32166667,27.13208333
9,2008,21,1,259000,76.2825,25.22208333
0,2000,21,1,361000,33.02083333,26.97333333
13,2001,16,0,45000,45.6625,26.32708333
7,2005,16,0,151000,53.49083333,25.50916667
14,2005,20,0,100,48.6925,25.84166667
4,2005,5,0,100,40.05083333,26.1
2,2002,4,1,200,22.02416667,27.93333333
11,2004,21,1,173000,34.83166667,27.175
1,2000,11,0,1700,20.26666667,27.59791667
14,2009,2,1,1000,44.6925,26.52083333
1,2006,5,0,200,32.12666667,27.20625
10,1998,15,1,6000,37.6275,26.63166667
10,1999,15,1,4000,15.8825,28.07166667
0,2001,16,0,319000,45.05583333,26.55125
11,1998,4,1,200,27.81583333,26.79958333
9,2000,9,0,4000,37.05166667,26.77541667
15,2007,17,0,300,74.92583333,21.78458333
6,2010,15,1,6000,74.025,25.52458333
1,1999,11,0,2200,16.4825,28.14166667
11,2003,0,0,1000,41.63833333,26.22
13,1998,21,1,62000,32.34416667,26.38291667
5,2010,16,0,204000,79.73166667,24.80083333
15,2007,21,1,62000,74.92583333,21.78458333
8,2007,15,1,1000,45.78,26.28833333
16,2012,15,1,2000,36.13833333,25.83791667
6,1998,10,1,1200,30.60083333,25.81583333
8,2000,11,0,100,31.97916667,26.95833333
10,2004,21,1,167000,28.6625,27.53291667
1,1998,5,0,1000,27.87583333,27.08041667
3,1998,0,0,400,47.61583333,26.00708333
14,2006,0,0,100,39.2,26.755
13,2005,21,1,72000,53.49083333,25.50916667
15,2005,17,0,400,74.0425,21.33458333
5,2009,15,1,3000,43.18583333,25.03
2,2001,17,0,300,32.3675,27.11625
6,2006,0,0,100,79.065,25.21916667
11,2012,16,0,176000,35.53166667,25.87291667
8,2001,21,1,114000,40.47,26.62666667
16,2002,0,0,1900,26.39916667,27.62625
16,2001,0,0,2000,38.78416667,26.64208333
6,1999,17,0,800,35.5325,26.37541667
9,1999,11,0,4300,26.82583333,27.4475
11,2009,21,1,177000,33.07583333,26.79041667
16,2001,4,1,800,38.78416667,26.64208333
4,2008,3,0,120000,56.525,25.96291667
10,2003,21,1,166000,42.08166667,26.37916667
13,2000,17,0,100,41.01583333,26.54375
8,2004,21,1,115000,39.37333333,27.00041667
12,2008,6,2,2300,49.255,26.26333333
16,1999,1,0,2000,21.91083333,27.63708333
7,2004,15,1,2000,45.565,26.64166667
13,2002,15,1,2000,37.0775,27.14
1,2007,21,1,247000,34.32166667,27.13208333
15,2000,10,1,700,69.12916667,21.98083333
13,1998,10,1,400,32.34416667,26.38291667
7,2008,0,0,1000,90.14333333,24.945
0,2000,0,0,1200,33.02083333,26.97333333
0,1998,4,1,200,21.14916667,27.10916667
1,2003,9,0,1000,37.2525,26.53791667
14,2006,9,0,2000,39.2,26.755
8,2004,16,0,105000,39.37333333,27.00041667
1,2008,5,0,300,49.255,26.26333333
1,2006,1,0,1000,32.12666667,27.20625
15,2005,21,1,91000,74.0425,21.33458333
4,2002,2,1,4000,22.02416667,27.93333333
9,2004,5,0,100,40.8975,26.84208333
13,2000,0,0,100,41.01583333,26.54375
14,2009,18,2,100,44.6925,26.52083333
4,2009,0,0,200,29.8275,27.00041667
3,1998,18,2,4000,47.61583333,26.00708333
10,2005,11,0,500,37.25833333,26.29958333
11,1998,3,0,9000,27.81583333,26.79958333
6,2000,21,1,142000,45.085,25.79708333
14,2012,3,0,1000,40.70416667,25.77708333
12,2006,11,0,700,32.12666667,27.20625
11,2012,0,0,200,35.53166667,25.87291667
8,1998,16,0,99000,25.0475,26.83791667
14,2008,9,0,2000,81.345,25.10541667
7,2005,11,0,100,53.49083333,25.50916667
11,2010,11,0,700,47.2375,26.66083333
0,2004,4,1,200,42.83916667,26.97333333
8,2001,9,0,4000,40.47,26.62666667
6,2010,16,0,73000,74.025,25.52458333
11,2003,16,0,163000,41.63833333,26.22
6,2006,4,1,300,79.065,25.21916667
12,1999,15,1,3000,16.4825,28.14166667
7,2001,3,0,1000,45.6625,26.32708333
5,1998,9,0,14000,24.57916667,25.52208333
1,2001,4,1,700,30.40833333,27.29583333
9,1999,2,1,3000,26.82583333,27.4475
10,2009,16,0,77000,29.43666667,27.17791667
4,2006,2,1,5000,43.10666667,26.76416667
10,2002,4,1,400,19.445,28.05
14,2004,2,1,1000,46.67416667,26.60041667
14,2006,2,1,1000,39.2,26.755
0,2000,17,0,8700,33.02083333,26.97333333
5,2012,21,1,184000,53.06583333,24.24916667
4,2006,16,0,235000,43.10666667,26.76416667
9,2009,16,0,257000,38.80333333,26.57625
9,2007,11,0,2000,41.69833333,26.48791667
10,2007,6,2,5400,37.01083333,27.05791667
12,2009,17,0,200,28.33083333,27.18125
9,2009,11,0,1100,38.80333333,26.57625
1,2004,3,0,141000,27.58,27.69083333
8,2005,16,0,108000,49.77,25.68041667
9,2012,15,1,1000,38.71666667,25.77541667
15,2010,21,1,65000,108.4291667,22.04708333
8,2001,17,0,400,40.47,26.62666667
2,2006,0,0,100,43.10666667,26.76416667
15,2012,9,0,23000,69.6325,21.46166667
6,2008,5,0,2300,101.3833333,24.3025
0,2009,15,1,1000,36.28416667,26.58416667
10,2009,3,0,89000,29.43666667,27.17791667
1,1999,4,1,1100,16.4825,28.14166667
15,2001,17,0,400,72.93916667,21.92958333
15,2003,4,1,200,84.2275,21.50958333
16,2005,9,0,1000,42.3725,25.96541667
6,2001,21,1,139000,52.39333333,25.55375
16,1999,5,0,1000,21.91083333,27.63708333
0,2010,21,1,189000,58.83083333,26.36833333
13,2003,20,0,100,53.6325,25.81208333
15,1999,16,0,50000,46.96833333,22.78166667
7,2004,20,0,100,45.565,26.64166667
4,2001,4,1,2000,32.3675,27.11625
14,2012,18,2,2000,40.70416667,25.77708333
11,2000,3,0,8000,28.25416667,27.125
1,1999,5,0,1000,16.4825,28.14166667
15,2000,0,0,700,69.12916667,21.98083333
2,2012,3,0,15000,33.44083333,26.00541667
7,2003,10,1,100,53.6325,25.81208333
12,2007,6,2,2100,34.32166667,27.13208333
6,2012,10,1,200,50.80416667,24.88833333
14,2007,21,1,240000,43.44083333,26.55125
10,2001,17,0,300,35.7875,27.06666667
14,2005,2,1,1000,48.6925,25.84166667
1,1998,16,0,84000,27.87583333,27.08041667
11,2012,11,0,300,35.53166667,25.87291667
12,2008,3,0,107000,49.255,26.26333333
12,2009,11,0,300,28.33083333,27.18125
10,2001,11,0,500,35.7875,27.06666667
4,2006,11,0,2000,43.10666667,26.76416667
14,2010,14,1,1400,65.97416667,26.23458333
2,2001,3,0,36000,32.3675,27.11625
12,2007,16,0,68000,34.32166667,27.13208333
8,2000,21,1,111000,31.97916667,26.95833333
15,2010,0,0,600,108.4291667,22.04708333
9,2007,15,1,1000,41.69833333,26.48791667
7,2002,10,1,100,37.0775,27.14
8,2007,16,0,110000,45.78,26.28833333
15,2004,15,1,3000,74.66666667,22.15833333
16,2007,16,0,262000,38.79416667,26.70541667
7,2005,21,1,170000,53.49083333,25.50916667
5,2006,21,1,229000,83.44,24.49625
2,2001,15,1,100,32.3675,27.11625
0,2007,15,1,2000,55.90916667,25.94083333
12,2007,17,0,300,34.32166667,27.13208333
14,2001,2,1,2000,45.4125,26.4175
0,2005,3,0,1000,52.91583333,25.56041667
3,2000,0,0,300,53.16583333,26.38208333
16,2004,6,2,100,36.56,26.97916667
10,2009,4,1,200,29.43666667,27.17791667
1,2001,16,0,82000,30.40833333,27.29583333
6,2010,5,0,2000,74.025,25.52458333
11,2009,6,2,100,33.07583333,26.79041667
12,2012,6,2,1800,32.535,26.11958333
2,2000,16,0,90000,22.84083333,27.435
1,2009,16,0,104000,28.33083333,27.18125
5,1999,16,0,198000,30.54916667,25.92708333
14,2003,9,0,5000,59.54583333,25.72875
14,2010,21,1,236000,65.97416667,26.23458333
16,2003,18,2,3000,47.79916667,26.00041667
16,2002,11,0,2900,26.39916667,27.62625
6,2001,11,0,100,52.39333333,25.55375
15,2005,16,0,53000,74.0425,21.33458333
9,2008,0,0,1400,76.2825,25.22208333
1,2004,5,0,200,27.58,27.69083333
5,1998,17,0,2500,24.57916667,25.52208333
4,1999,4,1,1000,19.7675,27.97625
4,2005,16,0,236000,40.05083333,26.1
3,2004,10,1,100,52.715,26.535
5,2004,0,0,100,50.8525,25.30625
6,1999,0,0,200,35.5325,26.37541667
16,2008,21,1,285000,64.98416667,25.48416667
15,2001,4,1,200,72.93916667,21.92958333
0,1998,11,2,8300,21.14916667,27.10916667
14,2008,15,1,1000,81.345,25.10541667
15,1998,2,1,1000,70.88333333,21.79666667
5,2002,16,0,189000,42.1575,25.71625
7,2008,14,1,100,90.14333333,24.945
16,2005,11,0,2100,42.3725,25.96541667
14,2001,16,0,252000,45.4125,26.4175
16,2005,4,1,400,42.3725,25.96541667
4,1998,17,0,1800,23.385,27.16416667
12,2002,18,2,8000,18.275,28.13958333
16,2001,3,0,28000,38.78416667,26.64208333
16,2002,4,1,800,26.39916667,27.62625
5,2000,17,0,2900,43.4175,25.2575
14,2009,0,0,100,44.6925,26.52083333
13,1998,16,0,46000,32.34416667,26.38291667
1,2005,3,0,151000,34.2425,26.375
7,2010,9,0,9000,62.85666667,26.25416667
13,1999,14,1,300,32.2,27.14458333
5,2006,16,0,201000,83.44,24.49625
6,2003,11,0,200,63.92416667,25.03416667
12,1999,9,0,2000,16.4825,28.14166667
